time	Sortie régulateur FIC0201
2015-11-24 07:34:30	42.53414747474747
2015-11-24 07:36:10	42.510710101010105
2015-11-24 07:37:50	42.58023333333334
2015-11-24 07:39:30	42.42940202020202
2015-11-24 07:41:10	42.52073131313131
2015-11-24 07:42:50	42.5395303030303
2015-11-24 07:44:30	42.54599292929292
2015-11-24 07:46:10	41.8486898989899
2015-11-24 07:47:50	41.20163636363636
2015-11-24 07:49:30	42.28511717171717
2015-11-24 07:51:10	42.04280202020202
2015-11-24 07:52:50	40.73016363636364
2015-11-24 07:54:30	40.40237878787878
2015-11-24 07:56:10	41.3867202020202
2015-11-24 07:57:50	41.364605050505055
2015-11-24 07:59:30	41.14415353535354
2015-11-24 08:01:10	41.596442424242426
2015-11-24 08:02:50	42.449901010101
2015-11-24 08:04:30	42.55571010101011
2015-11-24 08:06:10	41.86327272727273
2015-11-24 08:07:50	42.80970606060606
2015-11-24 08:09:30	42.6253202020202
2015-11-24 08:11:10	42.67777878787879
2015-11-24 08:12:50	42.655908080808075
2015-11-24 08:14:30	42.52070909090909
2015-11-24 08:16:10	42.682809090909096
2015-11-24 08:17:50	42.68064242424243
2015-11-24 08:19:30	42.56404545454546
2015-11-24 08:21:10	42.76635959595961
2015-11-24 08:22:50	42.63979696969698
2015-11-24 08:24:30	42.7144303030303
2015-11-24 08:26:10	42.64667979797979
2015-11-24 08:27:50	42.74904848484848
2015-11-24 08:29:30	42.57840404040404
2015-11-24 08:31:10	42.708818181818195
2015-11-24 08:32:50	42.73616161616162
2015-11-24 08:34:30	42.66311515151515
2015-11-24 08:36:10	42.727448484848495
2015-11-24 08:37:50	42.74017676767677
2015-11-24 08:39:30	42.68797272727272
2015-11-24 08:41:10	42.71044141414141
2015-11-24 08:42:50	42.83798585858586
2015-11-24 08:44:30	42.64572424242423
2015-11-24 08:46:10	42.70858383838384
2015-11-24 08:47:50	42.61877272727273
2015-11-24 08:49:30	42.61974646464647
2015-11-24 08:51:10	42.75408989898991
2015-11-24 08:52:50	42.718954545454544
2015-11-24 08:54:30	42.67346161616162
2015-11-24 08:56:10	42.73609393939393
2015-11-24 08:57:50	42.7913303030303
2015-11-24 08:59:30	42.695278787878784
2015-11-24 09:01:10	42.59898080808081
2015-11-24 09:02:50	42.509491919191916
2015-11-24 09:04:30	41.58978383838384
2015-11-24 09:06:10	40.414366666666666
2015-11-24 09:07:50	40.51078383838384
2015-11-24 09:09:30	40.38945353535354
2015-11-24 09:11:10	39.263143434343434
2015-11-24 09:12:50	38.098883838383834
2015-11-24 09:14:30	38.75781414141414
2015-11-24 09:16:10	37.78139292929293
2015-11-24 09:17:50	37.299949494949495
2015-11-24 09:19:30	38.10710303030304
2015-11-24 09:21:10	38.1432797979798
2015-11-24 09:22:50	37.83412222222222
2015-11-24 09:24:30	38.148285858585865
2015-11-24 09:26:10	38.35745151515151
2015-11-24 09:27:50	36.87343131313131
2015-11-24 09:29:30	36.37848686868686
2015-11-24 09:31:10	37.77694242424242
2015-11-24 09:32:50	38.56390202020202
2015-11-24 09:35:06	39.114842424242426
2015-11-24 09:36:46	37.78376363636364
2015-11-24 09:38:26	38.794968686868685
2015-11-24 09:40:06	38.01541515151515
2015-11-24 09:41:46	38.894800000000004
2015-11-24 09:43:26	39.48749696969697
2015-11-24 09:45:06	39.71302222222222
2015-11-24 09:46:46	39.71286262626263
2015-11-24 09:48:26	39.66500303030303
2015-11-24 09:50:06	40.012625252525254
2015-11-24 09:51:46	40.76409292929292
2015-11-24 09:53:26	41.32185555555555
2015-11-24 09:55:06	41.19230606060605
2015-11-24 09:56:46	39.733999999999995
2015-11-24 09:58:26	40.98940202020202
2015-11-24 10:00:06	41.32136565656565
2015-11-24 10:01:46	41.36416767676768
2015-11-24 10:03:26	40.98496464646465
2015-11-24 10:05:06	38.82290404040404
