time	Sortie régulateur FIC0402 - Mesure position vanne gaz FIC0402
2015-11-24 07:34:30	0.13685050505049645
2015-11-24 07:36:10	0.1319121212121317
2015-11-24 07:37:50	0.014125252525253984
2015-11-24 07:39:30	-0.40098787878786624
2015-11-24 07:41:10	-0.08974949494950124
2015-11-24 07:42:50	0.3046323232323189
2015-11-24 07:44:30	-0.03140808080808455
2015-11-24 07:46:10	0.1529040404040387
2015-11-24 07:47:50	-0.3037040404040354
2015-11-24 07:49:30	0.031317171717169856
2015-11-24 07:51:10	-0.1353383838383877
2015-11-24 07:52:50	-0.097367676767675
2015-11-24 07:54:30	-0.0813565656565558
2015-11-24 07:56:10	0.2554252525252636
2015-11-24 07:57:50	-0.36076565656565407
2015-11-24 07:59:30	-0.042692929292925896
2015-11-24 08:01:10	0.4088050505050589
2015-11-24 08:02:50	0.29788383838384647
2015-11-24 08:04:30	0.004019191919198306
2015-11-24 08:06:10	-0.3349626262626231
2015-11-24 08:07:50	0.049165656565655524
2015-11-24 08:09:30	-0.13754343434342786
2015-11-24 08:11:10	-0.09262222222222505
2015-11-24 08:12:50	-0.2641515151515108
2015-11-24 08:14:30	0.16842424242422993
2015-11-24 08:16:10	-0.3940111111111051
2015-11-24 08:17:50	0.6702464646464676
2015-11-24 08:19:30	-0.2883404040404045
2015-11-24 08:21:10	-0.031614141414131325
2015-11-24 08:22:50	-0.03480909090909989
2015-11-24 08:24:30	0.30088181818182136
2015-11-24 08:26:10	0.1880707070707004
2015-11-24 08:27:50	-0.5183404040404014
2015-11-24 08:29:30	0.32538888888889517
2015-11-24 08:31:10	-0.3851252525252491
2015-11-24 08:32:50	0.23769090909090806
2015-11-24 08:34:30	0.00042323232324292803
2015-11-24 08:36:10	0.06811111111111501
2015-11-24 08:37:50	0.26592121212122066
2015-11-24 08:39:30	-0.06954949494949147
2015-11-24 08:41:10	0.02492727272727535
2015-11-24 08:42:50	0.12666868686868327
2015-11-24 08:44:30	0.07353939393939157
2015-11-24 08:46:10	-0.20962727272726767
2015-11-24 08:47:50	0.1762777777777771
2015-11-24 08:49:30	0.07886969696969004
2015-11-24 08:51:10	-0.012167676767688818
2015-11-24 08:52:50	-0.4048555555555424
2015-11-24 08:54:30	-0.05758181818182351
2015-11-24 08:56:10	0.5467575757575744
2015-11-24 08:57:50	-0.3568434343434319
2015-11-24 08:59:30	-0.2890121212121102
2015-11-24 09:01:10	-0.10646464646465148
2015-11-24 09:02:50	-0.29193939393938706
2015-11-24 09:04:30	-0.19099696969696822
2015-11-24 09:06:10	0.5734222222222201
2015-11-24 09:07:50	-0.5803676767676791
2015-11-24 09:09:30	-0.023871717171715545
2015-11-24 09:11:10	0.03778787878788137
2015-11-24 09:12:50	0.13756161616161933
2015-11-24 09:14:30	-0.3145575757575827
2015-11-24 09:16:10	0.2361858585858556
2015-11-24 09:17:50	0.1856484848484854
2015-11-24 09:19:30	-0.06581414141414399
2015-11-24 09:21:10	-0.4139646464646418
2015-11-24 09:22:50	-0.033005050505053646
2015-11-24 09:24:30	0.15992323232322292
2015-11-24 09:26:10	-0.24368787878788822
2015-11-24 09:27:50	-0.2512252525252521
2015-11-24 09:29:30	0.1740121212121295
2015-11-24 09:31:10	-0.1432383838383835
2015-11-24 09:32:50	0.06841414141413438
2015-11-24 09:35:06	0.3742505050505045
2015-11-24 09:36:46	0.11899797979796745
2015-11-24 09:38:26	-0.34335858585858503
2015-11-24 09:40:06	0.1439636363636403
2015-11-24 09:41:46	0.2670252525252472
2015-11-24 09:43:26	-0.063963636363642
2015-11-24 09:45:06	-0.2661777777777736
2015-11-24 09:46:46	-0.14622525252525165
2015-11-24 09:48:26	-0.1160919191919163
2015-11-24 09:50:06	0.1578626262626237
2015-11-24 09:51:46	-0.043340404040407066
2015-11-24 09:53:26	0.16137272727272745
2015-11-24 09:55:06	-0.00014747474748233458
2015-11-24 09:56:46	0.3065919191919164
2015-11-24 09:58:26	-0.18808181818182845
2015-11-24 10:00:06	-0.008206060606060106
2015-11-24 10:01:46	-0.25855656565656915
2015-11-24 10:03:26	0.40564242424242636
2015-11-24 10:05:06	-0.023596969696960457
2015-11-24 10:06:46	-0.19350101010100218
2015-11-24 10:08:26	-0.16750101010100593
2015-11-24 10:10:06	-0.06753737373738034
2015-11-24 10:11:46	0.296435353535351
2015-11-24 10:13:26	0.17165656565657272
2015-11-24 10:15:06	-0.16904545454545783
2015-11-24 10:16:46	-0.23445252525252158
2015-11-24 10:18:26	-0.14496363636363085
2015-11-24 10:20:06	0.12129595959596529
2015-11-24 10:21:46	0.12450202020201928
2015-11-24 10:23:26	0.17591818181818653
2015-11-24 10:25:06	-0.26125656565656996
2015-11-24 10:26:46	-0.06377777777777283
2015-11-24 10:28:26	0.021952525252523003
2015-11-24 10:30:06	0.15509898989899185
2015-11-24 10:31:46	0.17109898989898298
2015-11-24 10:33:26	0.08535858585858591
2015-11-24 10:35:06	-0.3137313131313171
2015-11-24 10:36:46	0.3253020202020167
2015-11-24 10:38:26	0.10126161616161511
2015-11-24 10:40:06	0.1356949494949582
2015-11-24 10:41:46	-0.26018989898990696
2015-11-24 10:43:26	0.21494141414140344
2015-11-24 10:45:06	0.16283636363636234
2015-11-24 10:46:46	0.11425757575757345
2015-11-24 10:48:26	-0.40751212121212177
2015-11-24 10:50:06	-0.11407474747475277
2015-11-24 10:51:46	0.03393737373737338
2015-11-24 10:53:26	0.25181212121212226
2015-11-24 10:55:06	0.06064141414142554
2015-11-24 10:56:46	-0.0038858585858605466
2015-11-24 10:58:26	-0.16376565656565134
2015-11-24 11:00:06	0.17435656565655577
2015-11-24 11:01:46	-0.32644444444444076
2015-11-24 11:03:26	0.030157575757577604
