time	Mesure température TIC0800 - TT0802
2015-11-24 07:34:30	1288.3252525252526
2015-11-24 07:36:10	1275.4141414141416
2015-11-24 07:37:50	1286.610505050505
2015-11-24 07:39:30	1291.5731313131316
2015-11-24 07:41:10	1284.1413131313132
2015-11-24 07:42:50	1281.4192929292929
2015-11-24 07:44:30	1290.8956565656565
2015-11-24 07:46:10	1294.4850505050506
2015-11-24 07:47:50	1283.249393939394
2015-11-24 07:49:30	1291.6129292929293
2015-11-24 07:51:10	1297.6342424242425
2015-11-24 07:52:50	1295.3033333333333
2015-11-24 07:54:30	1283.5130303030303
2015-11-24 07:56:10	1295.0689898989901
2015-11-24 07:57:50	1299.681212121212
2015-11-24 07:59:30	1289.4558585858586
2015-11-24 08:01:10	1287.5770707070706
2015-11-24 08:02:50	1295.31898989899
2015-11-24 08:04:30	1298.8059595959596
2015-11-24 08:06:10	1297.1713131313131
2015-11-24 08:07:50	1284.3775757575759
2015-11-24 08:09:30	1293.781212121212
2015-11-24 08:11:10	1298.0145454545452
2015-11-24 08:12:50	1301.0059595959597
2015-11-24 08:14:30	1290.2145454545457
2015-11-24 08:16:10	1286.3186868686869
2015-11-24 08:17:50	1291.5529292929295
2015-11-24 08:19:30	1294.6446464646465
2015-11-24 08:21:10	1295.7960606060608
2015-11-24 08:22:50	1283.2221212121212
2015-11-24 08:24:30	1290.9514141414143
2015-11-24 08:26:10	1296.5432323232324
2015-11-24 08:27:50	1299.1709090909092
2015-11-24 08:29:30	1294.670303030303
2015-11-24 08:31:10	1286.6807070707068
2015-11-24 08:32:50	1293.7862626262627
2015-11-24 08:34:30	1296.8851515151516
2015-11-24 08:36:10	1283.2950505050503
2015-11-24 08:37:50	1291.5418181818184
2015-11-24 08:39:30	1298.3806060606062
2015-11-24 08:41:10	1298.0473737373738
2015-11-24 08:42:50	1288.608080808081
2015-11-24 08:44:30	1297.2617171717172
2015-11-24 08:46:10	1301.5068686868685
2015-11-24 08:47:50	1295.1138383838384
2015-11-24 08:49:30	1287.8622222222223
2015-11-24 08:51:10	1294.9667676767676
2015-11-24 08:52:50	1297.7232323232324
2015-11-24 08:54:30	1281.612121212121
2015-11-24 08:56:10	1285.3564646464645
2015-11-24 08:57:50	1289.6898989898991
2015-11-24 08:59:30	1290.5979797979799
2015-11-24 09:01:10	1290.23797979798
2015-11-24 09:02:50	1289.277878787879
2015-11-24 09:04:30	1270.568888888889
2015-11-24 09:06:10	1276.5731313131314
2015-11-24 09:07:50	1283.7323232323233
2015-11-24 09:09:30	1280.008383838384
2015-11-24 09:11:10	1271.139292929293
2015-11-24 09:12:50	1280.5563636363636
2015-11-24 09:14:30	1286.1855555555558
2015-11-24 09:16:10	1278.6671717171716
2015-11-24 09:17:50	1276.4624242424245
2015-11-24 09:19:30	1285.3440404040405
2015-11-24 09:21:10	1288.791818181818
2015-11-24 09:22:50	1273.4252525252525
2015-11-24 09:24:30	1283.7144444444443
2015-11-24 09:26:10	1291.2804040404042
2015-11-24 09:27:50	1281.839494949495
2015-11-24 09:29:30	1275.1753535353535
2015-11-24 09:31:10	1281.5625252525253
2015-11-24 09:32:50	1282.1522222222222
2015-11-24 09:35:06	1265.3120202020202
2015-11-24 09:36:46	1274.5315151515151
2015-11-24 09:38:26	1279.312929292929
2015-11-24 09:40:06	1262.2527272727273
2015-11-24 09:41:46	1269.7271717171718
2015-11-24 09:43:26	1277.6399999999999
2015-11-24 09:45:06	1280.3773737373735
2015-11-24 09:46:46	1280.658484848485
2015-11-24 09:48:26	1263.3572727272726
2015-11-24 09:50:06	1264.5461616161615
2015-11-24 09:51:46	1268.0391919191918
2015-11-24 09:53:26	1269.301616161616
2015-11-24 09:55:06	1251.7376767676767
2015-11-24 09:56:46	1259.0456565656566
2015-11-24 09:58:26	1268.5528282828284
2015-11-24 10:00:06	1272.0559595959598
2015-11-24 10:01:46	1260.9637373737373
2015-11-24 10:03:26	1259.5131313131315
2015-11-24 10:05:06	1269.5465656565655
2015-11-24 10:06:46	1274.9266666666665
2015-11-24 10:08:26	1277.0349494949496
2015-11-24 10:10:06	1277.7468686868688
2015-11-24 10:11:46	1263.1985858585858
2015-11-24 10:13:26	1268.4642424242422
2015-11-24 10:15:06	1274.8135353535354
2015-11-24 10:16:46	1278.098282828283
2015-11-24 10:18:26	1277.56898989899
2015-11-24 10:20:06	1277.9965656565657
2015-11-24 10:21:46	1262.4465656565658
2015-11-24 10:23:26	1271.7746464646464
2015-11-24 10:25:06	1275.9354545454544
2015-11-24 10:26:46	1276.978787878788
2015-11-24 10:28:26	1262.0305050505049
2015-11-24 10:30:06	1271.5579797979797
2015-11-24 10:31:46	1277.840404040404
2015-11-24 10:33:26	1280.1027272727272
2015-11-24 10:35:06	1281.1770707070707
2015-11-24 10:36:46	1269.251616161616
2015-11-24 10:38:26	1268.6076767676766
2015-11-24 10:40:06	1274.8203030303027
2015-11-24 10:41:46	1277.8238383838384
2015-11-24 10:43:26	1273.9584848484849
2015-11-24 10:45:06	1265.871414141414
2015-11-24 10:46:46	1276.5880808080808
2015-11-24 10:48:26	1281.9816161616159
2015-11-24 10:50:06	1281.6944444444443
2015-11-24 10:51:46	1276.2352525252527
2015-11-24 10:53:26	1281.321515151515
2015-11-24 10:55:06	1287.2902020202023
2015-11-24 10:56:46	1289.0348484848485
2015-11-24 10:58:26	1280.1828282828285
2015-11-24 11:00:06	1288.3556565656565
2015-11-24 11:01:46	1289.929393939394
2015-11-24 11:03:26	1291.6422222222225
2015-11-24 11:05:06	1286.2478787878788
2015-11-24 11:06:46	1266.609898989899
2015-11-24 11:08:26	1278.1167676767677
2015-11-24 11:10:06	1286.6065656565656
2015-11-24 11:11:46	1288.3875757575756
2015-11-24 11:13:26	1282.809898989899
2015-11-24 11:15:06	1280.301414141414
2015-11-24 11:16:46	1287.6864646464646
2015-11-24 11:18:26	1287.201717171717
2015-11-24 11:20:06	1288.2753535353536
2015-11-24 11:21:46	1266.778282828283
2015-11-24 11:23:26	1266.210404040404
2015-11-24 11:25:06	1276.1420202020201
2015-11-24 11:26:46	1277.8124242424242
2015-11-24 11:28:26	1265.8032323232321
2015-11-24 11:30:06	1265.64202020202
2015-11-24 11:31:46	1272.4125252525253
2015-11-24 11:33:26	1273.4299999999998
2015-11-24 11:35:06	1273.4051515151516
2015-11-24 11:36:46	1256.189393939394
2015-11-24 11:38:26	1265.7646464646464
2015-11-24 11:40:06	1269.2612121212123
2015-11-24 11:41:46	1270.2420202020203
2015-11-24 11:43:26	1254.530505050505
2015-11-24 11:45:06	1257.7343434343434
2015-11-24 11:46:46	1268.8970707070707
2015-11-24 11:48:26	1268.7805050505053
2015-11-24 11:50:06	1261.848181818182
2015-11-24 11:51:46	1271.4997979797981
2015-11-24 11:53:26	1275.5061616161615
2015-11-24 11:55:06	1276.3947474747474
2015-11-24 11:56:46	1261.0623232323233
2015-11-24 11:58:26	1265.6059595959596
2015-11-24 12:00:06	1273.8160606060605
2015-11-24 12:01:46	1272.9999999999998
2015-11-24 12:03:26	1258.5806060606062
2015-11-24 12:05:06	1268.258383838384
2015-11-24 12:06:46	1273.3629292929293
2015-11-24 12:08:26	1274.579191919192
2015-11-24 12:10:06	1264.258282828283
2015-11-24 12:11:46	1260.0197979797979
2015-11-24 12:13:26	1269.5611111111111
2015-11-24 12:15:06	1275.0274747474748
2015-11-24 12:16:46	1262.4374747474747
2015-11-24 12:18:26	1255.49101010101
2015-11-24 12:20:06	1256.46898989899
2015-11-24 12:21:46	1265.7957575757575
2015-11-24 12:23:26	1270.9960606060606
2015-11-24 12:25:06	1271.3641414141412
2015-11-24 12:26:46	1255.8455555555556
2015-11-24 12:28:26	1265.7113131313129
2015-11-24 12:30:06	1271.9926262626261
2015-11-24 12:31:46	1268.5541414141414
2015-11-24 12:33:26	1260.0080808080809
2015-11-24 12:35:06	1269.0523232323233
2015-11-24 12:36:46	1271.9842424242427
2015-11-24 12:38:26	1269.7798989898988
2015-11-24 12:40:06	1257.130808080808
2015-11-24 12:41:46	1267.5154545454548
2015-11-24 12:43:26	1274.8041414141412
2015-11-24 12:45:06	1267.2022222222222
2015-11-24 12:46:46	1267.1029292929293
2015-11-24 12:48:26	1273.6447474747474
2015-11-24 12:50:06	1266.2187878787881
2015-11-24 12:51:46	1258.9119191919194
2015-11-24 12:53:26	1271.0329292929293
2015-11-24 12:55:06	1276.042727272727
2015-11-24 12:56:46	1267.8621212121213
2015-11-24 12:58:26	1267.7931313131312
2015-11-24 13:00:06	1272.938181818182
2015-11-24 13:01:46	1275.2833333333333
2015-11-24 13:03:26	1260.4035353535353
2015-11-24 13:05:06	1269.5914141414141
2015-11-24 13:06:46	1276.5847474747475
2015-11-24 13:08:26	1269.327474747475
2015-11-24 13:10:06	1265.1117171717171
2015-11-24 13:11:46	1274.0018181818182
2015-11-24 13:13:26	1265.8329292929293
2015-11-24 13:15:06	1263.1467676767675
2015-11-24 13:16:46	1272.1963636363637
2015-11-24 13:18:26	1270.7062626262625
2015-11-24 13:20:06	1269.2047474747471
2015-11-24 13:21:46	1276.3328282828284
2015-11-24 13:23:26	1279.8864646464644
2015-11-24 13:25:06	1266.7659595959597
2015-11-24 13:26:46	1270.0117171717175
2015-11-24 13:28:26	1278.6977777777777
2015-11-24 13:30:06	1282.1858585858586
2015-11-24 13:31:46	1276.1439393939395
2015-11-24 13:33:26	1271.7572727272727
2015-11-24 13:35:06	1279.4618181818184
2015-11-24 13:36:46	1281.041919191919
2015-11-24 13:38:26	1267.8443434343435
2015-11-24 13:40:06	1276.862121212121
2015-11-24 13:41:46	1282.7588888888888
2015-11-24 13:43:26	1275.6562626262626
2015-11-24 13:45:06	1279.208181818182
2015-11-24 13:46:46	1287.2188888888886
2015-11-24 13:48:26	1288.3726262626262
2015-11-24 13:50:06	1269.4540404040401
2015-11-24 13:51:46	1278.8770707070705
2015-11-24 13:53:26	1285.0074747474746
2015-11-24 13:55:06	1279.811414141414
2015-11-24 13:56:46	1278.829292929293
2015-11-24 13:58:26	1287.0607070707072
2015-11-24 14:00:06	1291.431818181818
2015-11-24 14:01:46	1281.2077777777777
2015-11-24 14:03:26	1289.072222222222
2015-11-24 14:05:06	1294.1947474747474
2015-11-24 14:06:46	1286.1320202020202
2015-11-24 14:08:26	1287.569191919192
2015-11-24 14:10:06	1296.126666666667
2015-11-24 14:11:46	1286.0879797979799
2015-11-24 14:13:26	1289.831717171717
2015-11-24 14:15:06	1279.9439393939394
2015-11-24 14:16:46	1288.9278787878789
2015-11-24 14:18:26	1282.8892929292929
2015-11-24 14:20:06	1296.6943434343436
2015-11-24 14:21:46	1297.669191919192
2015-11-24 14:23:26	1291.2017171717173
2015-11-24 14:25:06	1287.5349494949494
2015-11-24 14:26:46	1283.8522222222223
2015-11-24 14:28:26	1281.4982828282828
2015-11-24 14:30:06	1280.0816161616162
2015-11-24 14:31:46	1280.3350505050507
2015-11-24 14:33:26	1281.8025252525254
2015-11-24 14:35:06	1280.3312121212123
2015-11-24 14:36:46	1279.440303030303
2015-11-24 14:38:26	1278.4327272727273
2015-11-24 14:40:06	1277.8869696969696
2015-11-24 14:41:46	1278.0832323232323
2015-11-24 14:43:26	1276.8254545454545
2015-11-24 14:45:06	1277.4624242424243
