time	Sortie régulateur PIC1601 - Mesure position clapet fumées PIC1601
2015-11-24 07:34:30	0.0012222222222533219
2015-11-24 07:36:10	0.0025010101010138897
2015-11-24 07:37:50	0.0019545454545522034
2015-11-24 07:39:30	0.0014686868686979437
2015-11-24 07:41:10	0.0019424242424221916
2015-11-24 07:42:50	0.0018949494949609402
2015-11-24 07:44:30	0.0025393939393936193
2015-11-24 07:46:10	0.0007050505050330003
2015-11-24 07:47:50	0.0011020202020119996
2015-11-24 07:49:30	0.002842424242430752
2015-11-24 07:51:10	0.0010373737373754466
2015-11-24 07:52:50	0.0012838383838413847
2015-11-24 07:54:30	0.0018333333333302448
2015-11-24 07:56:10	0.0025070707070682374
2015-11-24 07:57:50	0.0008141414141391579
2015-11-24 07:59:30	0.003137373737374105
2015-11-24 08:01:10	0.0021303030302917136
2015-11-24 08:02:50	0.003027272727280206
2015-11-24 08:04:30	0.0017757575757570976
2015-11-24 08:06:10	0.00103838383839161
2015-11-24 08:07:50	0.0026686868686880416
2015-11-24 08:09:30	0.0015040404040220778
2015-11-24 08:11:10	0.00182626262628105
2015-11-24 08:12:50	0.001241414141439634
2015-11-24 08:14:30	0.0019333333333335645
2015-11-24 08:16:10	0.0014787878787885234
2015-11-24 08:17:50	0.0024797979797952507
2015-11-24 08:19:30	0.0019414141414273445
2015-11-24 08:21:10	0.0018898989899014396
2015-11-24 08:22:50	0.002427272727281604
2015-11-24 08:24:30	0.0024787878787790874
2015-11-24 08:26:10	0.0016919191919129162
2015-11-24 08:27:50	0.0013272727272735096
2015-11-24 08:29:30	0.001786868686870946
2015-11-24 08:31:10	0.0016707070707084881
2015-11-24 08:32:50	0.0019252525252539954
2015-11-24 08:34:30	0.0017525252525487645
2015-11-24 08:36:10	0.0025282828282868763
2015-11-24 08:37:50	0.0020515151514999275
2015-11-24 08:39:30	0.002446464646460811
2015-11-24 08:41:10	7.171717170706415e-05
2015-11-24 08:42:50	0.002697979797972039
2015-11-24 08:44:30	0.0021939393939476304
2015-11-24 08:46:10	0.002126262626255482
2015-11-24 08:47:50	0.0026656565656395514
2015-11-24 08:49:30	0.0018363636363503133
2015-11-24 08:51:10	0.0018545454545488838
2015-11-24 08:52:50	0.0010969696969738152
2015-11-24 08:54:30	0.0019373737373840072
2015-11-24 08:56:10	0.0028424242424236468
2015-11-24 08:57:50	0.001902020202024346
2015-11-24 08:59:30	0.001081818181809524
2015-11-24 09:01:10	0.000994949494959485
2015-11-24 09:02:50	0.00034747474747831575
2015-11-24 09:04:30	0.002049494949488917
2015-11-24 09:06:10	0.0003383838384038995
2015-11-24 09:07:50	0.0013696969696894712
2015-11-24 09:09:30	0.0018969696969648453
2015-11-24 09:11:10	0.0008464646464574344
2015-11-24 09:12:50	0.0010777777777661868
2015-11-24 09:14:30	0.001007070707075286
2015-11-24 09:16:10	0.0033424242424189288
2015-11-24 09:17:50	0.0016252525252511418
2015-11-24 09:19:30	0.0019070707070696358
2015-11-24 09:21:10	0.0007888888888842871
2015-11-24 09:22:50	0.0022636363636365786
2015-11-24 09:24:30	0.0015616161616236468
2015-11-24 09:26:10	0.0014424242424198042
2015-11-24 09:27:50	-0.000322222222223445
2015-11-24 09:29:30	0.0017444444444336682
2015-11-24 09:31:10	0.001798989898986747
2015-11-24 09:32:50	0.0014131313131287015
2015-11-24 09:35:06	0.0026888888888834117
2015-11-24 09:36:46	0.0017212121212111242
2015-11-24 09:38:26	0.0016646464646541403
2015-11-24 09:40:06	0.00158787878788047
2015-11-24 09:41:46	0.0024313131313107306
2015-11-24 09:43:26	0.0021848484848447924
2015-11-24 09:45:06	0.0014969696969657775
2015-11-24 09:46:46	-0.0012313131313064218
2015-11-24 09:48:26	0.002931313131313118
2015-11-24 09:50:06	0.0026515151515198454
2015-11-24 09:51:46	0.0020818181818214043
2015-11-24 09:53:26	0.0018797979798037545
2015-11-24 09:55:06	0.002527272727270713
2015-11-24 09:56:46	0.0005181818181796416
2015-11-24 09:58:26	0.003126262626267362
2015-11-24 10:00:06	0.0018010101010119683
2015-11-24 10:01:46	0.001992929292931933
2015-11-24 10:03:26	0.0017282828282816354
2015-11-24 10:05:06	-0.0008565656565622248
2015-11-24 10:06:46	0.0018252525252577811
2015-11-24 10:08:26	6.565656565271638e-05
2015-11-24 10:10:06	-0.00047878787879795937
2015-11-24 10:11:46	0.002613131313125905
2015-11-24 10:13:26	0.002127272727271645
2015-11-24 10:15:06	0.002748484848485333
2015-11-24 10:16:46	0.004805050505048314
2015-11-24 10:18:26	-0.0004989898989933295
2015-11-24 10:20:06	0.0027131313131292245
2015-11-24 10:21:46	0.005343434343423326
2015-11-24 10:23:26	0.003915151515144544
2015-11-24 10:25:06	0.0014828282828318606
2015-11-24 10:26:46	0.000737373737372593
2015-11-24 10:28:26	0.0020797979798032884
2015-11-24 10:30:06	0.001029292929288772
