time	Consigne en cours FIC0602
2015-11-24 07:34:30	273.25208080808085
2015-11-24 07:36:10	300.894404040404
2015-11-24 07:37:50	290.7650505050505
2015-11-24 07:39:30	276.3012828282828
2015-11-24 07:41:10	291.60699999999997
2015-11-24 07:42:50	298.94546464646464
2015-11-24 07:44:30	295.1853939393939
2015-11-24 07:46:10	290.47927272727276
2015-11-24 07:47:50	325.8569494949495
2015-11-24 07:49:30	304.8126464646465
2015-11-24 07:51:10	284.3334343434343
2015-11-24 07:52:50	283.3039595959596
2015-11-24 07:54:30	309.3283232323232
2015-11-24 07:56:10	293.1439898989899
2015-11-24 07:57:50	276.8604444444445
2015-11-24 07:59:30	300.57428282828283
2015-11-24 08:01:10	298.63100000000003
2015-11-24 08:02:50	288.2509696969697
2015-11-24 08:04:30	275.903303030303
2015-11-24 08:06:10	274.24745454545445
2015-11-24 08:07:50	301.4094848484848
2015-11-24 08:09:30	287.3955858585859
2015-11-24 08:11:10	281.69441414141414
2015-11-24 08:12:50	270.76460606060607
2015-11-24 08:14:30	289.388696969697
2015-11-24 08:16:10	297.1639696969697
2015-11-24 08:17:50	296.37061616161617
2015-11-24 08:19:30	299.4732222222222
2015-11-24 08:21:10	301.7171616161616
2015-11-24 08:22:50	332.4882121212121
2015-11-24 08:24:30	327.93662626262625
2015-11-24 08:26:10	321.54428282828286
2015-11-24 08:27:50	307.2137575757576
2015-11-24 08:29:30	308.70714141414135
2015-11-24 08:31:10	324.67765656565655
2015-11-24 08:32:50	310.7568181818182
2015-11-24 08:34:30	301.67395959595956
2015-11-24 08:36:10	325.67822222222225
2015-11-24 08:37:50	316.5910404040404
2015-11-24 08:39:30	309.87243434343435
2015-11-24 08:41:10	311.52036363636364
2015-11-24 08:42:50	325.6827272727273
2015-11-24 08:44:30	307.66734343434337
2015-11-24 08:46:10	287.5678686868687
2015-11-24 08:47:50	292.80590909090915
2015-11-24 08:49:30	292.94741414141413
2015-11-24 08:51:10	277.7301414141414
2015-11-24 08:52:50	262.0364747474748
2015-11-24 08:54:30	283.2041515151515
2015-11-24 08:56:10	270.1359292929293
2015-11-24 08:57:50	259.30241414141415
2015-11-24 08:59:30	245.14827272727274
2015-11-24 09:01:10	235.05039393939393
2015-11-24 09:02:50	220.3157171717172
2015-11-24 09:04:30	248.44056565656567
2015-11-24 09:06:10	235.68690909090913
2015-11-24 09:07:50	231.11005050505054
2015-11-24 09:09:30	245.51303030303026
2015-11-24 09:11:10	265.1452525252525
2015-11-24 09:12:50	252.11487878787878
2015-11-24 09:14:30	237.84051515151515
2015-11-24 09:16:10	260.66486868686866
2015-11-24 09:17:50	259.6426565656566
2015-11-24 09:19:30	254.4142929292929
