time	Mesure pression PIC1601 - PT1601 - Consigne en cours PIC1601
2015-11-24 07:34:30	-0.08300745454545444
2015-11-24 07:36:10	0.12594201010101014
2015-11-24 07:37:50	0.07398017171717175
2015-11-24 07:39:30	-0.05670109090909092
2015-11-24 07:41:10	0.12099918181818192
2015-11-24 07:42:50	0.12580517171717154
2015-11-24 07:44:30	0.05468448484848509
2015-11-24 07:46:10	-0.02444586868686882
2015-11-24 07:47:50	0.04941087878787864
2015-11-24 07:49:30	0.1772769999999999
2015-11-24 07:51:10	0.03260530303030307
2015-11-24 07:52:50	-0.03147045454545461
2015-11-24 07:54:30	0.06663008080808064
2015-11-24 07:56:10	0.30570155555555556
2015-11-24 07:57:50	-0.0435096464646465
2015-11-24 07:59:30	0.1607701818181818
2015-11-24 08:01:10	0.019984262626262628
2015-11-24 08:02:50	-0.09334276767676764
2015-11-24 08:04:30	-0.07090930303030307
2015-11-24 08:06:10	-0.09075969696969721
2015-11-24 08:07:50	0.060072979797979764
2015-11-24 08:09:30	0.010503555555555266
2015-11-24 08:11:10	0.10809765656565662
2015-11-24 08:12:50	0.07348725252525257
2015-11-24 08:14:30	0.15343194949494932
2015-11-24 08:16:10	0.10214084848484828
2015-11-24 08:17:50	0.06309737373737367
2015-11-24 08:19:30	0.03215948484848474
2015-11-24 08:21:10	0.03342202020202012
2015-11-24 08:22:50	0.1394706363636362
2015-11-24 08:24:30	-0.036312070707070765
2015-11-24 08:26:10	0.07335790909090911
2015-11-24 08:27:50	0.005288707070707055
2015-11-24 08:29:30	-0.022170757575757483
2015-11-24 08:31:10	0.24827821212121182
2015-11-24 08:32:50	0.04174281818181824
2015-11-24 08:34:30	0.06840579797979773
2015-11-24 08:36:10	0.11254177777777752
2015-11-24 08:37:50	-0.10581689898989888
2015-11-24 08:39:30	0.07596274747474752
2015-11-24 08:41:10	-0.0921792828282828
2015-11-24 08:42:50	0.3449525858585858
2015-11-24 08:44:30	-0.055210838383838445
2015-11-24 08:46:10	0.10785422222222207
2015-11-24 08:47:50	0.03572200000000003
2015-11-24 08:49:30	0.1170178686868687
2015-11-24 08:51:10	-0.09726935353535349
2015-11-24 08:52:50	0.03865314141414122
2015-11-24 08:54:30	0.14532877777777775
2015-11-24 08:56:10	0.047450404040404015
2015-11-24 08:57:50	0.14705315151515141
2015-11-24 08:59:30	-0.014304979797979844
2015-11-24 09:01:10	0.0773619595959596
2015-11-24 09:02:50	-0.02008072727272714
2015-11-24 09:04:30	0.2040758787878788
2015-11-24 09:06:10	-0.09424906060606064
2015-11-24 09:07:50	0.25045504040404043
2015-11-24 09:09:30	0.12497048484848483
2015-11-24 09:11:10	0.08274391919191915
2015-11-24 09:12:50	-0.033727808080808
2015-11-24 09:14:30	0.1880845959595958
2015-11-24 09:16:10	0.23059724242424262
2015-11-24 09:17:50	0.23480364646464646
2015-11-24 09:19:30	0.02824208080808077
2015-11-24 09:21:10	0.009442353535353387
2015-11-24 09:22:50	0.1963607979797981
2015-11-24 09:24:30	-0.14093050505050508
2015-11-24 09:26:10	0.09218044444444429
2015-11-24 09:27:50	-0.002529060606060729
2015-11-24 09:29:30	0.13138757575757576
2015-11-24 09:31:10	0.0775821616161616
2015-11-24 09:32:50	0.03726124242424256
2015-11-24 09:35:06	0.2058719292929292
2015-11-24 09:36:46	-0.08887244444444442
2015-11-24 09:38:26	0.03687150505050485
2015-11-24 09:40:06	0.10050426262626255
2015-11-24 09:41:46	-0.11520725252525255
2015-11-24 09:43:26	0.035758464646464816
2015-11-24 09:45:06	0.02634294949494964
2015-11-24 09:46:46	0.02236512121212131
2015-11-24 09:48:26	0.47145009090909096
2015-11-24 09:50:06	0.11738329292929306
2015-11-24 09:51:46	0.0870340707070707
2015-11-24 09:53:26	-0.032201444444444394
2015-11-24 09:55:06	0.12928060606060598
2015-11-24 09:56:46	-0.07409228282828273
2015-11-24 09:58:26	0.2059153535353535
2015-11-24 10:00:06	0.014445080808080935
2015-11-24 10:01:46	0.14543754545454535
2015-11-24 10:03:26	0.11468698989898973
2015-11-24 10:05:06	0.09721228282828287
2015-11-24 10:06:46	0.3585703030303029
2015-11-24 10:08:26	0.2467845050505051
2015-11-24 10:10:06	0.20686198989899007
2015-11-24 10:11:46	0.351650818181818
2015-11-24 10:13:26	-0.042639404040404005
2015-11-24 10:15:06	0.15791225252525232
2015-11-24 10:16:46	-0.26544942222222234
2015-11-24 10:18:26	-0.38195176868686864
2015-11-24 10:20:06	0.04446125252525246
2015-11-24 10:21:46	0.12459926262626253
2015-11-24 10:23:26	-0.15037328282828266
2015-11-24 10:25:06	-0.39318994949494945
2015-11-24 10:26:46	-0.18973186868686864
2015-11-24 10:28:26	0.17707075757575763
2015-11-24 10:30:06	-0.05323413131313126
2015-11-24 10:31:46	0.20084080808080818
2015-11-24 10:33:26	-0.10341609090909076
2015-11-24 10:35:06	0.024193060606060524
2015-11-24 10:36:46	0.19362690909090907
2015-11-24 10:38:26	0.0034450303030303386
2015-11-24 10:40:06	0.25629681818181815
2015-11-24 10:41:46	0.05913058585858599
2015-11-24 10:43:26	0.23413851515151496
2015-11-24 10:45:06	0.638553090909091
2015-11-24 10:46:46	-0.07669028282828283
2015-11-24 10:48:26	-0.2582290404040405
2015-11-24 10:50:06	-0.4883732218181819
2015-11-24 10:51:46	0.23873932323232316
2015-11-24 10:53:26	0.6530135151515154
2015-11-24 10:55:06	0.1602486363636364
2015-11-24 10:56:46	-0.25288325252525234
