time	Mesure position clapet fumées PIC1601
2015-11-24 07:34:30	43.19817979797978
2015-11-24 07:36:10	43.34351111111112
2015-11-24 07:37:50	44.4601404040404
2015-11-24 07:39:30	44.35432727272727
2015-11-24 07:41:10	43.89878181818182
2015-11-24 07:42:50	44.73359393939393
2015-11-24 07:44:30	45.39264141414141
2015-11-24 07:46:10	44.42068585858588
2015-11-24 07:47:50	44.475065656565654
2015-11-24 07:49:30	44.97630303030303
2015-11-24 07:51:10	44.556257575757584
2015-11-24 07:52:50	42.68448686868687
2015-11-24 07:54:30	42.514465656565655
2015-11-24 07:56:10	43.00738383838384
2015-11-24 07:57:50	42.5373494949495
2015-11-24 07:59:30	41.99531717171717
2015-11-24 08:01:10	42.66138383838385
2015-11-24 08:02:50	44.784203030303026
2015-11-24 08:04:30	45.14509494949495
2015-11-24 08:06:10	44.334165656565666
2015-11-24 08:07:50	44.63464646464646
2015-11-24 08:09:30	44.82631212121213
2015-11-24 08:11:10	44.63368080808079
2015-11-24 08:12:50	44.24776363636362
2015-11-24 08:14:30	43.212237373737366
2015-11-24 08:16:10	43.849051515151515
2015-11-24 08:17:50	43.60372424242424
2015-11-24 08:19:30	44.75462929292929
2015-11-24 08:21:10	45.09616868686868
2015-11-24 08:22:50	45.9348101010101
2015-11-24 08:24:30	45.79549494949495
2015-11-24 08:26:10	46.008182828282834
2015-11-24 08:27:50	45.76910303030303
2015-11-24 08:29:30	44.396275757575744
2015-11-24 08:31:10	45.331753535353535
2015-11-24 08:32:50	44.865639393939404
2015-11-24 08:34:30	45.19565353535352
2015-11-24 08:36:10	46.38470202020201
2015-11-24 08:37:50	45.729893939393946
2015-11-24 08:39:30	46.560537373737375
2015-11-24 08:41:10	45.82074141414144
2015-11-24 08:42:50	46.08088484848486
2015-11-24 08:44:30	47.17969797979797
2015-11-24 08:46:10	47.7642090909091
2015-11-24 08:47:50	47.1021797979798
2015-11-24 08:49:30	47.94635656565657
2015-11-24 08:51:10	48.40300202020202
2015-11-24 08:52:50	48.16641919191919
2015-11-24 08:54:30	48.650134343434345
2015-11-24 08:56:10	48.789294949494945
2015-11-24 08:57:50	49.371825252525255
2015-11-24 08:59:30	49.219269696969704
2015-11-24 09:01:10	48.40264545454545
2015-11-24 09:02:50	47.30293131313132
2015-11-24 09:04:30	46.26389191919191
2015-11-24 09:06:10	43.83770808080807
2015-11-24 09:07:50	42.59671919191919
2015-11-24 09:09:30	42.45359292929293
2015-11-24 09:11:10	43.35680505050506
2015-11-24 09:12:50	41.64879292929294
2015-11-24 09:14:30	40.534195959595955
2015-11-24 09:16:10	39.144030303030306
2015-11-24 09:17:50	39.520479797979796
2015-11-24 09:19:30	40.04292121212121
2015-11-24 09:21:10	39.67584444444446
2015-11-24 09:22:50	39.736827272727275
2015-11-24 09:24:30	39.7518808080808
2015-11-24 09:26:10	40.04704444444445
2015-11-24 09:27:50	37.39511515151515
2015-11-24 09:29:30	35.218072727272734
2015-11-24 09:31:10	35.07329494949495
2015-11-24 09:32:50	35.43804747474748
2015-11-24 09:35:06	36.2015303030303
2015-11-24 09:36:46	36.97802121212121
2015-11-24 09:38:26	36.68786464646464
2015-11-24 09:40:06	37.07199494949494
2015-11-24 09:41:46	36.65834848484849
2015-11-24 09:43:26	37.90260505050505
2015-11-24 09:45:06	37.406638383838384
2015-11-24 09:46:46	34.83936767676767
2015-11-24 09:48:26	33.31534545454545
2015-11-24 09:50:06	34.464218181818175
2015-11-24 09:51:46	36.04162424242424
2015-11-24 09:53:26	36.249273737373734
2015-11-24 09:55:06	36.66832929292929
2015-11-24 09:56:46	34.511885858585856
2015-11-24 09:58:26	36.19273838383838
2015-11-24 10:00:06	36.452822222222224
2015-11-24 10:01:46	35.910472727272726
2015-11-24 10:03:26	36.30360707070707
2015-11-24 10:05:06	34.70642424242424
2015-11-24 10:06:46	32.78885353535353
2015-11-24 10:08:26	31.358956565656566
2015-11-24 10:10:06	27.786424242424246
2015-11-24 10:11:46	25.90474242424243
2015-11-24 10:13:26	26.313748484848485
2015-11-24 10:15:06	27.390308080808076
2015-11-24 10:16:46	30.363575757575756
2015-11-24 10:18:26	31.040705050505053
2015-11-24 10:20:06	30.273403030303033
2015-11-24 10:21:46	33.565437373737375
2015-11-24 10:23:26	36.72833535353536
2015-11-24 10:25:06	37.953878787878786
2015-11-24 10:26:46	36.57919090909091
2015-11-24 10:28:26	36.48322424242424
2015-11-24 10:30:06	35.20479696969697
2015-11-24 10:31:46	37.13890707070707
2015-11-24 10:33:26	37.23301515151515
2015-11-24 10:35:06	36.7474898989899
2015-11-24 10:36:46	35.539387878787885
2015-11-24 10:38:26	35.46755151515152
2015-11-24 10:40:06	34.91338787878788
2015-11-24 10:41:46	32.97566565656566
2015-11-24 10:43:26	25.863340404040404
2015-11-24 10:45:06	27.831446464646465
2015-11-24 10:46:46	29.551771717171714
2015-11-24 10:48:26	35.99711717171717
2015-11-24 10:50:06	35.33772929292929
2015-11-24 10:51:46	33.35140505050506
2015-11-24 10:53:26	34.89174545454546
2015-11-24 10:55:06	35.53689595959596
2015-11-24 10:56:46	34.59948484848484
2015-11-24 10:58:26	30.463293939393935
2015-11-24 11:00:06	37.23302626262626
2015-11-24 11:01:46	35.878166666666665
2015-11-24 11:03:26	35.378491919191916
2015-11-24 11:05:06	37.64893434343434
2015-11-24 11:06:46	38.401125252525254
2015-11-24 11:08:26	35.81384646464646
2015-11-24 11:10:06	38.72651919191919
2015-11-24 11:11:46	28.514050505050506
2015-11-24 11:13:26	30.97753434343434
2015-11-24 11:15:06	31.417133333333336
2015-11-24 11:16:46	34.76268888888888
2015-11-24 11:18:26	38.69921414141414
2015-11-24 11:20:06	34.67757171717172
2015-11-24 11:21:46	37.855313131313125
2015-11-24 11:23:26	35.56172929292929
2015-11-24 11:25:06	28.00048989898991
2015-11-24 11:26:46	27.468780808080805
2015-11-24 11:28:26	28.523500000000006
2015-11-24 11:30:06	31.047289898989906
2015-11-24 11:31:46	36.39540303030303
2015-11-24 11:33:26	32.23828787878788
2015-11-24 11:35:06	33.72680505050506
2015-11-24 11:36:46	27.860808080808084
2015-11-24 11:38:26	29.718227272727272
2015-11-24 11:40:06	37.11491212121212
2015-11-24 11:41:46	30.70897474747475
2015-11-24 11:43:26	33.891697979797975
2015-11-24 11:45:06	29.96620101010101
2015-11-24 11:46:46	36.511931313131306
2015-11-24 11:48:26	37.87661616161617
2015-11-24 11:50:06	38.16412121212121
2015-11-24 11:51:46	37.75820909090909
2015-11-24 11:53:26	37.920457575757574
2015-11-24 11:55:06	37.96789797979798
2015-11-24 11:56:46	37.27094747474747
2015-11-24 11:58:26	36.3642111111111
2015-11-24 12:00:06	37.650762626262626
2015-11-24 12:01:46	38.6462595959596
2015-11-24 12:03:26	39.491283838383836
2015-11-24 12:05:06	38.56196666666666
2015-11-24 12:06:46	39.6003404040404
2015-11-24 12:08:26	38.926206060606056
2015-11-24 12:10:06	38.61245353535354
2015-11-24 12:11:46	37.43888383838384
2015-11-24 12:13:26	34.951992929292935
2015-11-24 12:15:06	36.85477474747475
2015-11-24 12:16:46	37.336312121212124
2015-11-24 12:18:26	37.82186969696969
2015-11-24 12:20:06	36.818165656565654
2015-11-24 12:21:46	36.32335757575758
2015-11-24 12:23:26	36.422225252525244
2015-11-24 12:25:06	36.44233636363638
2015-11-24 12:26:46	36.552845454545455
2015-11-24 12:28:26	34.447539393939394
2015-11-24 12:30:06	34.29708787878788
2015-11-24 12:31:46	34.46913434343435
2015-11-24 12:33:26	34.31666161616162
2015-11-24 12:35:06	33.89587272727273
2015-11-24 12:36:46	32.91379797979798
2015-11-24 12:38:26	32.85248787878788
2015-11-24 12:40:06	32.8237696969697
2015-11-24 12:41:46	28.962018181818184
2015-11-24 12:43:26	28.26280808080808
2015-11-24 12:45:06	28.152045454545462
2015-11-24 12:46:46	28.727213131313132
2015-11-24 12:48:26	28.1307606060606
2015-11-24 12:50:06	29.175494949494947
2015-11-24 12:51:46	29.21774242424243
2015-11-24 12:53:26	28.53670808080808
2015-11-24 12:55:06	27.700518181818186
2015-11-24 12:56:46	26.514477777777778
2015-11-24 12:58:26	27.00103333333333
2015-11-24 13:00:06	26.160415151515153
2015-11-24 13:01:46	26.70716464646465
2015-11-24 13:03:26	27.565943434343435
2015-11-24 13:05:06	27.191011111111113
2015-11-24 13:06:46	27.305602020202016
2015-11-24 13:08:26	27.09071616161616
2015-11-24 13:10:06	27.111907070707073
2015-11-24 13:11:46	27.35304040404041
2015-11-24 13:13:26	27.909957575757577
2015-11-24 13:15:06	28.166052525252525
2015-11-24 13:16:46	26.750749494949492
2015-11-24 13:18:26	27.045913131313128
2015-11-24 13:20:06	27.911732323232318
2015-11-24 13:21:46	27.45857474747475
2015-11-24 13:23:26	27.09663434343434
2015-11-24 13:25:06	27.140983838383836
2015-11-24 13:26:46	26.159562626262623
2015-11-24 13:28:26	26.8936101010101
2015-11-24 13:30:06	26.212727272727278
2015-11-24 13:31:46	26.00791818181818
2015-11-24 13:33:26	26.946532323232326
2015-11-24 13:35:06	26.2887505050505
2015-11-24 13:36:46	26.269836363636358
2015-11-24 13:38:26	27.260497979797982
2015-11-24 13:40:06	28.492062626262626
2015-11-24 13:41:46	27.832379797979804
2015-11-24 13:43:26	28.058991919191925
2015-11-24 13:45:06	27.358829292929293
2015-11-24 13:46:46	28.614010101010102
2015-11-24 13:48:26	29.8596101010101
2015-11-24 13:50:06	32.89984949494949
2015-11-24 13:51:46	32.65209494949495
2015-11-24 13:53:26	35.1602797979798
2015-11-24 13:55:06	36.624366666666674
2015-11-24 13:56:46	38.787268686868686
2015-11-24 13:58:26	39.289446464646474
2015-11-24 14:00:06	38.09250707070707
2015-11-24 14:01:46	38.08377272727273
2015-11-24 14:03:26	37.700991919191914
2015-11-24 14:05:06	38.39353333333333
2015-11-24 14:06:46	38.30186666666667
2015-11-24 14:08:26	39.30044141414141
2015-11-24 14:10:06	39.65248888888888
2015-11-24 14:11:46	39.289863636363634
2015-11-24 14:13:26	42.14287373737373
2015-11-24 14:15:06	43.13407474747474
2015-11-24 14:16:46	40.876437373737375
2015-11-24 14:18:26	43.07956161616162
2015-11-24 14:20:06	40.74288383838384
2015-11-24 14:21:46	36.0399
2015-11-24 14:23:26	37.1913101010101
2015-11-24 14:25:06	41.123007070707075
2015-11-24 14:26:46	42.463781818181815
2015-11-24 14:28:26	42.31797474747474
2015-11-24 14:30:06	40.957455555555555
2015-11-24 14:31:46	35.8533101010101
2015-11-24 14:33:26	39.523511111111105
2015-11-24 14:35:06	38.63243535353536
2015-11-24 14:36:46	38.006869696969694
2015-11-24 14:38:26	35.9780393939394
2015-11-24 14:40:06	33.94186666666667
2015-11-24 14:41:46	33.49984242424242
2015-11-24 14:43:26	32.05521616161616
2015-11-24 14:45:06	33.23668383838385
2015-11-24 14:46:46	31.777418181818177
2015-11-24 14:48:26	32.887374747474745
2015-11-24 14:50:06	30.820262626262632
2015-11-24 14:51:46	31.092162626262628
2015-11-24 14:53:26	31.575409090909083
2015-11-24 14:55:06	37.72685757575758
2015-11-24 14:56:46	32.00442626262626
2015-11-24 14:58:26	32.059282828282825
2015-11-24 15:00:06	31.7482404040404
2015-11-24 15:01:46	27.14696161616162
2015-11-24 15:03:26	25.779608080808075
2015-11-24 15:05:06	30.132119191919188
2015-11-24 15:06:46	28.466617171717175
2015-11-24 15:08:26	30.531567676767672
2015-11-24 15:10:06	31.76485555555556
2015-11-24 15:11:46	31.135125252525253
2015-11-24 15:13:26	32.150440404040395
2015-11-24 15:15:06	30.1486404040404
2015-11-24 15:16:46	30.525012121212118
2015-11-24 15:18:26	31.54491313131313
2015-11-24 15:20:06	34.7305898989899
2015-11-24 15:21:46	33.96267373737374
2015-11-24 15:23:26	26.958824242424242
2015-11-24 15:25:06	27.678609090909095
2015-11-24 15:26:46	30.852632323232324
2015-11-24 15:28:26	28.89780707070707
2015-11-24 15:30:06	28.371957575757573
2015-11-24 15:31:46	30.339437373737372
2015-11-24 15:33:26	30.618242424242425
2015-11-24 15:35:06	29.646962626262624
2015-11-24 15:36:46	28.37619696969697
2015-11-24 15:38:26	32.79755757575757
2015-11-24 15:40:06	31.98135353535353
2015-11-24 15:41:46	32.14312828282828
2015-11-24 15:43:26	31.710409090909092
2015-11-24 15:45:06	35.28896464646465
2015-11-24 15:46:46	41.14033434343435
2015-11-24 15:48:26	46.32107575757575
2015-11-24 15:50:06	43.14134141414141
2015-11-24 15:51:46	43.20358787878788
2015-11-24 15:53:26	40.90394747474747
2015-11-24 15:55:06	40.76698888888889
2015-11-24 15:56:46	40.980856565656566
2015-11-24 15:58:26	41.214694949494955
2015-11-24 16:00:06	40.610689898989904
2015-11-24 16:01:46	39.4555898989899
2015-11-24 16:03:26	39.46051313131313
2015-11-24 16:05:06	39.331464646464646
2015-11-24 16:06:46	38.54633939393939
2015-11-24 16:08:26	39.96862727272727
2015-11-24 16:10:06	41.02835050505051
2015-11-24 16:11:46	41.01523535353535
2015-11-24 16:13:26	41.56361313131313
2015-11-24 16:15:06	40.51441414141414
2015-11-24 16:16:46	42.77622424242424
2015-11-24 16:18:26	41.22351515151515
2015-11-24 16:20:06	42.712981818181824
2015-11-24 16:21:46	42.53935858585859
