time	Mesure débit FIC0801 - FT0801
2015-11-24 07:34:30	2840.8791919191917
2015-11-24 07:36:10	3132.035757575758
2015-11-24 07:37:50	3042.346262626263
2015-11-24 07:39:30	2900.644848484849
2015-11-24 07:41:10	3026.5841414141423
2015-11-24 07:42:50	3138.421414141414
2015-11-24 07:44:30	3089.3066666666664
2015-11-24 07:46:10	3015.126868686868
2015-11-24 07:47:50	3409.6291919191913
2015-11-24 07:49:30	3203.8155555555554
2015-11-24 07:51:10	2980.347272727273
2015-11-24 07:52:50	2942.708585858586
2015-11-24 07:54:30	3233.166363636364
2015-11-24 07:56:10	3080.691414141414
2015-11-24 07:57:50	2893.157676767676
2015-11-24 07:59:30	3112.0473737373736
2015-11-24 08:01:10	3145.3997979797978
2015-11-24 08:02:50	3012.7382828282825
2015-11-24 08:04:30	2886.7004040404036
2015-11-24 08:06:10	2851.2703030303037
2015-11-24 08:07:50	3137.7014141414147
2015-11-24 08:09:30	3018.2107070707075
2015-11-24 08:11:10	2953.032828282828
2015-11-24 08:12:50	2837.5243434343433
2015-11-24 08:14:30	2994.0143434343427
2015-11-24 08:16:10	3121.104444444445
2015-11-24 08:17:50	3087.021414141414
2015-11-24 08:19:30	3131.21606060606
2015-11-24 08:21:10	3132.5045454545448
2015-11-24 08:22:50	3466.2698989898995
2015-11-24 08:24:30	3433.4942424242417
2015-11-24 08:26:10	3365.9117171717166
2015-11-24 08:27:50	3233.0051515151517
2015-11-24 08:29:30	3207.6388888888896
2015-11-24 08:31:10	3387.2616161616156
2015-11-24 08:32:50	3253.9059595959598
2015-11-24 08:34:30	3147.3143434343438
2015-11-24 08:36:10	3414.9453535353537
2015-11-24 08:37:50	3307.265757575758
2015-11-24 08:39:30	3238.3785858585857
2015-11-24 08:41:10	3247.923333333333
2015-11-24 08:42:50	3403.399595959596
2015-11-24 08:44:30	3229.913232323232
2015-11-24 08:46:10	3009.684646464646
2015-11-24 08:47:50	3049.077575757576
2015-11-24 08:49:30	3079.3226262626263
2015-11-24 08:51:10	2910.2698989898995
2015-11-24 08:52:50	2724.172828282828
2015-11-24 08:54:30	2958.5796969696967
2015-11-24 08:56:10	2825.400303030302
2015-11-24 08:57:50	2731.236565656566
2015-11-24 08:59:30	2553.5341414141412
2015-11-24 09:01:10	2478.8476767676766
2015-11-24 09:02:50	2286.8562626262633
2015-11-24 09:04:30	2600.6416161616157
2015-11-24 09:06:10	2457.06
2015-11-24 09:07:50	2425.3230303030305
2015-11-24 09:09:30	2537.6465656565656
2015-11-24 09:11:10	2773.488383838383
2015-11-24 09:12:50	2654.2672727272725
2015-11-24 09:14:30	2478.239595959596
2015-11-24 09:16:10	2701.80595959596
2015-11-24 09:17:50	2725.748888888889
2015-11-24 09:19:30	2675.741717171717
2015-11-24 09:21:10	2545.524343434344
2015-11-24 09:22:50	2857.166262626263
2015-11-24 09:24:30	2752.1870707070716
2015-11-24 09:26:10	2563.6583838383835
2015-11-24 09:27:50	2536.8951515151516
2015-11-24 09:29:30	2256.163636363636
2015-11-24 09:31:10	2165.147474747475
2015-11-24 09:32:50	2211.6308080808085
2015-11-24 09:35:06	2517.938888888889
2015-11-24 09:36:46	2315.45505050505
2015-11-24 09:38:26	2287.0346464646464
2015-11-24 09:40:06	2623.2817171717165
2015-11-24 09:41:46	2531.6979797979798
2015-11-24 09:43:26	2450.569595959596
2015-11-24 09:45:06	2354.219898989899
2015-11-24 09:46:46	1958.6557575757574
2015-11-24 09:48:26	2050.7256565656567
2015-11-24 09:50:06	2001.291111111111
2015-11-24 09:51:46	1994.7082828282828
2015-11-24 09:53:26	1998.7957575757575
2015-11-24 09:55:06	2437.3682828282826
2015-11-24 09:56:46	2393.290909090909
2015-11-24 09:58:26	2326.285656565657
2015-11-24 10:00:06	2286.297777777778
2015-11-24 10:01:46	2525.8338383838386
2015-11-24 10:03:26	2669.5764646464645
2015-11-24 10:05:06	2479.7689898989897
2015-11-24 10:06:46	2455.5555555555557
2015-11-24 10:08:26	2354.8746464646465
2015-11-24 10:10:06	2216.14797979798
2015-11-24 10:11:46	2564.2917171717177
2015-11-24 10:13:26	2429.997878787879
2015-11-24 10:15:06	2482.0679797979797
2015-11-24 10:16:46	2424.269797979798
2015-11-24 10:18:26	2381.3774747474745
2015-11-24 10:20:06	2397.2251515151515
2015-11-24 10:21:46	2733.811313131314
2015-11-24 10:23:26	2552.860707070707
2015-11-24 10:25:06	2483.8258585858584
2015-11-24 10:26:46	2432.1105050505053
2015-11-24 10:28:26	2816.6184848484854
2015-11-24 10:30:06	2727.6939393939397
2015-11-24 10:31:46	2618.298282828283
2015-11-24 10:33:26	2536.6400000000003
2015-11-24 10:35:06	2477.529595959596
2015-11-24 10:36:46	2781.9083838383845
2015-11-24 10:38:26	2852.15797979798
2015-11-24 10:40:06	2673.5958585858584
2015-11-24 10:41:46	2589.326666666667
2015-11-24 10:43:26	2568.9871717171713
2015-11-24 10:45:06	2885.826363636365
2015-11-24 10:46:46	2794.3411111111113
2015-11-24 10:48:26	2726.69898989899
2015-11-24 10:50:06	2790.7561616161615
2015-11-24 10:51:46	3119.321818181818
2015-11-24 10:53:26	2992.217979797979
2015-11-24 10:55:06	2884.72303030303
2015-11-24 10:56:46	2781.9814141414145
2015-11-24 10:58:26	3056.3458585858584
2015-11-24 11:00:06	2891.9038383838383
2015-11-24 11:01:46	2784.6837373737376
2015-11-24 11:03:26	2702.0459595959596
2015-11-24 11:05:06	2781.396060606061
2015-11-24 11:06:46	3198.5364646464645
2015-11-24 11:08:26	3033.433636363636
2015-11-24 11:10:06	2835.7796969696965
2015-11-24 11:11:46	2671.7572727272723
2015-11-24 11:13:26	2838.894040404041
2015-11-24 11:15:06	2916.268383838384
2015-11-24 11:16:46	2730.288282828283
2015-11-24 11:18:26	2661.7041414141418
2015-11-24 11:20:06	2601.010909090909
2015-11-24 11:21:46	2987.20393939394
2015-11-24 11:23:26	2739.218383838384
2015-11-24 11:25:06	2345.36595959596
2015-11-24 11:26:46	2175.589393939394
2015-11-24 11:28:26	2413.0373737373743
2015-11-24 11:30:06	2393.5216161616163
2015-11-24 11:31:46	2359.429595959596
2015-11-24 11:33:26	2281.7998989898992
2015-11-24 11:35:06	2264.722929292929
2015-11-24 11:36:46	2641.667777777778
2015-11-24 11:38:26	2409.3032323232324
2015-11-24 11:40:06	2372.580808080808
2015-11-24 11:41:46	2314.5146464646464
2015-11-24 11:43:26	2661.1653535353535
2015-11-24 11:45:06	2672.6124242424244
2015-11-24 11:46:46	2631.289696969697
2015-11-24 11:48:26	2607.0239393939396
2015-11-24 11:50:06	2987.1548484848486
2015-11-24 11:51:46	2594.1870707070707
2015-11-24 11:53:26	2471.458181818182
2015-11-24 11:55:06	2370.521313131313
