time	Sortie régulateur FIC0702
2015-11-24 07:34:30	36.981013131313134
2015-11-24 07:36:10	41.11696464646465
2015-11-24 07:37:50	38.76568585858586
2015-11-24 07:39:30	35.39551919191919
2015-11-24 07:41:10	39.039021212121206
2015-11-24 07:42:50	40.88297474747474
2015-11-24 07:44:30	40.54272424242424
2015-11-24 07:46:10	37.99886868686869
2015-11-24 07:47:50	42.04335353535353
2015-11-24 07:49:30	38.54018181818182
2015-11-24 07:51:10	35.402167676767675
2015-11-24 07:52:50	36.64683636363636
2015-11-24 07:54:30	41.19142929292929
2015-11-24 07:56:10	36.296623232323235
2015-11-24 07:57:50	34.62100606060606
2015-11-24 07:59:30	38.969048484848486
2015-11-24 08:01:10	40.013571717171715
2015-11-24 08:02:50	39.41443131313131
2015-11-24 08:04:30	35.385866666666665
2015-11-24 08:06:10	36.04093939393939
2015-11-24 08:07:50	41.53301515151515
2015-11-24 08:09:30	40.09186464646464
2015-11-24 08:11:10	37.980488888888885
2015-11-24 08:12:50	35.619681818181824
2015-11-24 08:14:30	39.704577777777786
2015-11-24 08:16:10	41.55692121212121
2015-11-24 08:17:50	41.242924242424245
2015-11-24 08:19:30	41.22190606060606
2015-11-24 08:21:10	41.509216161616166
2015-11-24 08:22:50	42.78359292929292
2015-11-24 08:24:30	42.23226262626263
2015-11-24 08:26:10	41.91965656565657
2015-11-24 08:27:50	40.8970797979798
2015-11-24 08:29:30	40.505614141414135
2015-11-24 08:31:10	42.67323737373738
2015-11-24 08:32:50	41.84392626262627
2015-11-24 08:34:30	41.85477373737373
2015-11-24 08:36:10	42.90415353535354
2015-11-24 08:37:50	41.24036262626263
2015-11-24 08:39:30	38.44991212121212
2015-11-24 08:41:10	38.062015151515155
2015-11-24 08:42:50	42.237703030303024
2015-11-24 08:44:30	39.60608383838384
2015-11-24 08:46:10	36.7040505050505
2015-11-24 08:47:50	38.54237878787879
2015-11-24 08:49:30	41.82375252525252
2015-11-24 08:51:10	39.63310808080808
2015-11-24 08:52:50	36.28699191919193
2015-11-24 08:54:30	42.07426464646464
2015-11-24 08:56:10	40.9903696969697
2015-11-24 08:57:50	36.956450505050505
2015-11-24 08:59:30	35.40275757575757
2015-11-24 09:01:10	34.77093838383838
2015-11-24 09:02:50	34.346601010101004
2015-11-24 09:04:30	39.55652525252525
2015-11-24 09:06:10	36.00927474747474
2015-11-24 09:07:50	34.58833232323232
2015-11-24 09:09:30	36.750025252525255
2015-11-24 09:11:10	40.557183838383835
2015-11-24 09:12:50	35.55680808080808
2015-11-24 09:14:30	34.747905050505054
2015-11-24 09:16:10	38.30961414141414
2015-11-24 09:17:50	39.84210404040404
2015-11-24 09:19:30	35.599496969696965
2015-11-24 09:21:10	35.07612222222222
2015-11-24 09:22:50	41.047960606060606
2015-11-24 09:24:30	38.56701818181818
2015-11-24 09:26:10	35.343709090909094
2015-11-24 09:27:50	33.97636363636364
2015-11-24 09:29:30	33.01247373737374
2015-11-24 09:31:10	32.520754545454544
2015-11-24 09:32:50	32.78104949494949
2015-11-24 09:35:06	37.460627272727265
2015-11-24 09:36:46	33.56360000000001
2015-11-24 09:38:26	33.20568686868686
2015-11-24 09:40:06	38.483169696969696
2015-11-24 09:41:46	37.12706262626262
2015-11-24 09:43:26	34.4780101010101
2015-11-24 09:45:06	33.65818484848485
2015-11-24 09:46:46	31.907131313131305
2015-11-24 09:48:26	32.76583434343434
2015-11-24 09:50:06	32.126704040404036
2015-11-24 09:51:46	31.89438080808081
2015-11-24 09:53:26	31.720594949494952
2015-11-24 09:55:06	36.100626262626264
2015-11-24 09:56:46	34.98968383838384
2015-11-24 09:58:26	32.82657070707071
2015-11-24 10:00:06	32.48845050505051
2015-11-24 10:01:46	35.92008181818182
2015-11-24 10:03:26	38.49486868686869
2015-11-24 10:05:06	34.040373737373734
2015-11-24 10:06:46	33.014244444444444
2015-11-24 10:08:26	32.71354141414141
2015-11-24 10:10:06	32.41536060606061
2015-11-24 10:11:46	37.004569696969696
2015-11-24 10:13:26	36.37644141414141
2015-11-24 10:15:06	33.09201212121212
2015-11-24 10:16:46	32.59789797979798
2015-11-24 10:18:26	32.38320202020202
2015-11-24 10:20:06	32.493154545454544
2015-11-24 10:21:46	37.618989898989895
2015-11-24 10:23:26	34.96475454545454
2015-11-24 10:25:06	32.86118888888889
2015-11-24 10:26:46	32.825694949494945
2015-11-24 10:28:26	38.45000404040404
2015-11-24 10:30:06	36.98422323232324
2015-11-24 10:31:46	33.56289797979798
2015-11-24 10:33:26	32.852058585858586
2015-11-24 10:35:06	32.560511111111104
2015-11-24 10:36:46	36.28362121212121
2015-11-24 10:38:26	38.62659393939394
2015-11-24 10:40:06	35.047967676767676
2015-11-24 10:41:46	33.20406464646465
2015-11-24 10:43:26	35.19767575757575
2015-11-24 10:45:06	39.28851515151515
2015-11-24 10:46:46	37.7246
2015-11-24 10:48:26	34.64307575757576
2015-11-24 10:50:06	33.51261414141413
2015-11-24 10:51:46	38.29851919191919
2015-11-24 10:53:26	39.60612828282828
2015-11-24 10:55:06	38.673198989898985
2015-11-24 10:56:46	36.18382727272727
2015-11-24 10:58:26	39.937814141414144
2015-11-24 11:00:06	38.83010101010101
2015-11-24 11:01:46	34.25982929292929
2015-11-24 11:03:26	33.35171212121212
2015-11-24 11:05:06	35.063471717171716
2015-11-24 11:06:46	40.9438494949495
