time	Consigne en cours PIC1601
2015-11-24 07:34:30	0.794637090909091
2015-11-24 07:36:10	0.8686441212121212
2015-11-24 07:37:50	1.0
2015-11-24 07:39:30	1.0
2015-11-24 07:41:10	0.6310355454545454
2015-11-24 07:42:50	0.9585766666666666
2015-11-24 07:44:30	1.0
2015-11-24 07:46:10	0.9590185050505051
2015-11-24 07:47:50	0.7886796464646465
2015-11-24 07:49:30	1.0
2015-11-24 07:51:10	1.0
2015-11-24 07:52:50	0.8207011616161616
2015-11-24 07:54:30	0.9072433535353536
2015-11-24 07:56:10	1.0
2015-11-24 07:57:50	1.0
2015-11-24 07:59:30	0.7179616868686869
2015-11-24 08:01:10	0.9961126161616162
2015-11-24 08:02:50	1.0
2015-11-24 08:04:30	1.0
2015-11-24 08:06:10	0.8299569797979799
2015-11-24 08:07:50	0.8480265555555556
2015-11-24 08:09:30	1.0
2015-11-24 08:11:10	1.0
2015-11-24 08:12:50	1.0
2015-11-24 08:14:30	0.7595648787878788
2015-11-24 08:16:10	0.9985565555555556
2015-11-24 08:17:50	1.0
2015-11-24 08:19:30	1.0
2015-11-24 08:21:10	0.8544929292929293
2015-11-24 08:22:50	0.7810009595959596
2015-11-24 08:24:30	1.0
2015-11-24 08:26:10	1.0
2015-11-24 08:27:50	1.0
2015-11-24 08:29:30	0.7570482727272727
2015-11-24 08:31:10	0.9188657272727273
2015-11-24 08:32:50	1.0
2015-11-24 08:34:30	0.8961070303030303
2015-11-24 08:36:10	0.7809614848484849
2015-11-24 08:37:50	1.0
2015-11-24 08:39:30	1.0
2015-11-24 08:41:10	0.8121137575757575
2015-11-24 08:42:50	0.8479273131313132
2015-11-24 08:44:30	1.0
2015-11-24 08:46:10	1.0
2015-11-24 08:47:50	0.7384172222222222
2015-11-24 08:49:30	0.9433320606060606
2015-11-24 08:51:10	1.0
2015-11-24 08:52:50	0.9591667979797981
2015-11-24 08:54:30	0.6913216767676768
2015-11-24 08:56:10	1.0
2015-11-24 08:57:50	1.0
2015-11-24 08:59:30	1.0
2015-11-24 09:01:10	1.0
2015-11-24 09:02:50	0.9642698989898989
2015-11-24 09:04:30	0.6829790404040404
2015-11-24 09:06:10	1.0
2015-11-24 09:07:50	1.0
2015-11-24 09:09:30	0.6865838585858586
2015-11-24 09:11:10	0.9102039090909091
2015-11-24 09:12:50	1.0
2015-11-24 09:14:30	1.0
2015-11-24 09:16:10	0.6839242727272726
2015-11-24 09:17:50	0.9786294343434344
2015-11-24 09:19:30	1.0
2015-11-24 09:21:10	0.9061348585858586
2015-11-24 09:22:50	0.7674904444444445
2015-11-24 09:24:30	1.0
2015-11-24 09:26:10	1.0
2015-11-24 09:27:50	0.6437225858585859
2015-11-24 09:29:30	0.9749853737373737
2015-11-24 09:31:10	1.0
2015-11-24 09:32:50	0.8111360101010101
2015-11-24 09:35:06	0.8192997474747474
2015-11-24 09:36:46	1.0
2015-11-24 09:38:26	0.9545116969696971
2015-11-24 09:40:06	0.594476
2015-11-24 09:41:46	1.0
2015-11-24 09:43:26	1.0
