time	Mesure position vanne gaz FIC0802
2015-11-24 07:34:30	54.21482626262626
2015-11-24 07:36:10	59.56053030303031
2015-11-24 07:37:50	58.97237676767677
2015-11-24 07:39:30	57.7393
2015-11-24 07:41:10	57.62957878787878
2015-11-24 07:42:50	59.56696666666667
2015-11-24 07:44:30	59.23526666666667
2015-11-24 07:46:10	58.73276565656567
2015-11-24 07:47:50	61.191515151515155
2015-11-24 07:49:30	59.90162323232323
2015-11-24 07:51:10	56.301875757575765
2015-11-24 07:52:50	54.61230606060606
2015-11-24 07:54:30	59.978953535353526
2015-11-24 07:56:10	58.95191414141415
2015-11-24 07:57:50	54.98234545454545
2015-11-24 07:59:30	57.5398595959596
2015-11-24 08:01:10	59.254698989899
2015-11-24 08:02:50	57.330311111111115
2015-11-24 08:04:30	54.76760303030303
2015-11-24 08:06:10	53.56474848484849
2015-11-24 08:07:50	59.65554242424242
2015-11-24 08:09:30	58.74728888888889
2015-11-24 08:11:10	58.02227979797979
2015-11-24 08:12:50	52.923879797979794
2015-11-24 08:14:30	56.72196363636364
2015-11-24 08:16:10	59.353552525252525
2015-11-24 08:17:50	59.208797979797986
2015-11-24 08:19:30	59.522651515151516
2015-11-24 08:21:10	59.63216464646465
2015-11-24 08:22:50	61.6994393939394
2015-11-24 08:24:30	61.418130303030296
2015-11-24 08:26:10	60.98712727272727
2015-11-24 08:27:50	60.005627272727274
2015-11-24 08:29:30	59.64129696969698
2015-11-24 08:31:10	61.19897373737374
2015-11-24 08:32:50	60.25710707070706
2015-11-24 08:34:30	59.411181818181824
2015-11-24 08:36:10	61.27631212121212
2015-11-24 08:37:50	60.60669494949496
2015-11-24 08:39:30	60.300298989898984
2015-11-24 08:41:10	60.21978080808081
2015-11-24 08:42:50	61.32984848484848
2015-11-24 08:44:30	60.233858585858584
2015-11-24 08:46:10	57.34504141414141
2015-11-24 08:47:50	56.522592929292934
2015-11-24 08:49:30	59.28537878787879
2015-11-24 08:51:10	56.80881616161617
2015-11-24 08:52:50	51.71420505050505
2015-11-24 08:54:30	58.24180606060605
2015-11-24 08:56:10	56.04713838383838
2015-11-24 08:57:50	52.070957575757575
2015-11-24 08:59:30	50.28699090909091
2015-11-24 09:01:10	49.48610606060607
2015-11-24 09:02:50	48.395554545454544
2015-11-24 09:04:30	53.41027777777778
2015-11-24 09:06:10	50.44701414141414
2015-11-24 09:07:50	49.02062929292929
2015-11-24 09:09:30	52.06453232323233
2015-11-24 09:11:10	57.120582828282835
2015-11-24 09:12:50	54.826679797979786
2015-11-24 09:14:30	49.379476767676756
2015-11-24 09:16:10	54.243475757575766
2015-11-24 09:17:50	55.42893232323233
2015-11-24 09:19:30	52.76257777777777
2015-11-24 09:21:10	50.30463131313132
2015-11-24 09:22:50	57.130966666666666
2015-11-24 09:24:30	56.47282222222222
2015-11-24 09:26:10	50.379911111111106
2015-11-24 09:27:50	49.60109898989899
2015-11-24 09:29:30	47.52613636363636
2015-11-24 09:31:10	47.10688181818182
2015-11-24 09:32:50	47.26455353535352
2015-11-24 09:35:06	52.590170707070705
2015-11-24 09:36:46	48.20283232323232
2015-11-24 09:38:26	47.89799797979798
2015-11-24 09:40:06	54.06589292929293
2015-11-24 09:41:46	52.533118181818196
2015-11-24 09:43:26	49.112553535353534
2015-11-24 09:45:06	48.35954343434344
2015-11-24 09:46:46	45.37460101010101
2015-11-24 09:48:26	46.40692626262626
2015-11-24 09:50:06	45.84820505050505
2015-11-24 09:51:46	45.963090909090916
2015-11-24 09:53:26	46.104794949494945
2015-11-24 09:55:06	54.14268383838385
2015-11-24 09:56:46	54.295892929292926
2015-11-24 09:58:26	52.0407212121212
2015-11-24 10:00:06	48.3667292929293
2015-11-24 10:01:46	53.45452525252526
2015-11-24 10:03:26	56.12830202020202
2015-11-24 10:05:06	53.22606666666666
2015-11-24 10:06:46	49.91459292929293
2015-11-24 10:08:26	48.294559595959605
2015-11-24 10:10:06	47.35500202020201
2015-11-24 10:11:46	53.829184848484836
2015-11-24 10:13:26	51.237490909090916
2015-11-24 10:15:06	54.01458484848485
2015-11-24 10:16:46	51.47787777777778
2015-11-24 10:18:26	48.51680303030302
2015-11-24 10:20:06	49.604118181818194
2015-11-24 10:21:46	56.44296060606061
2015-11-24 10:23:26	55.1705202020202
2015-11-24 10:25:06	53.3114202020202
2015-11-24 10:26:46	50.104846464646464
2015-11-24 10:28:26	57.10054545454546
2015-11-24 10:30:06	56.435368686868685
2015-11-24 10:31:46	55.83848484848485
2015-11-24 10:33:26	53.44096262626263
2015-11-24 10:35:06	49.859362626262616
2015-11-24 10:36:46	55.606665656565646
2015-11-24 10:38:26	57.28715454545454
2015-11-24 10:40:06	55.18540101010101
2015-11-24 10:41:46	48.509738989898985
2015-11-24 10:43:26	51.90000303030304
2015-11-24 10:45:06	57.374292929292935
2015-11-24 10:46:46	56.8760696969697
2015-11-24 10:48:26	53.5551888888889
2015-11-24 10:50:06	56.87953535353534
2015-11-24 10:51:46	59.149264646464644
2015-11-24 10:53:26	58.12413434343435
2015-11-24 10:55:06	56.991359595959594
2015-11-24 10:56:46	53.583476767676785
2015-11-24 10:58:26	58.50235858585859
2015-11-24 11:00:06	57.73889696969697
2015-11-24 11:01:46	53.902558585858586
2015-11-24 11:03:26	51.79187575757576
2015-11-24 11:05:06	53.81634040404041
2015-11-24 11:06:46	59.51122222222224
2015-11-24 11:08:26	58.43728383838384
2015-11-24 11:10:06	56.0296191919192
2015-11-24 11:11:46	50.83369797979798
2015-11-24 11:13:26	54.609500000000004
2015-11-24 11:15:06	56.98585252525252
2015-11-24 11:16:46	52.0382
2015-11-24 11:18:26	50.55403232323232
2015-11-24 11:20:06	49.950864646464645
2015-11-24 11:21:46	57.260376767676775
2015-11-24 11:23:26	54.155494949494944
2015-11-24 11:25:06	48.06993434343433
2015-11-24 11:26:46	47.02844141414141
2015-11-24 11:28:26	50.45811515151516
2015-11-24 11:30:06	51.45960808080809
2015-11-24 11:31:46	48.37156969696969
2015-11-24 11:33:26	47.91154444444444
2015-11-24 11:35:06	47.8714
2015-11-24 11:36:46	54.61665353535355
2015-11-24 11:38:26	49.63664848484849
2015-11-24 11:40:06	48.572486868686866
2015-11-24 11:41:46	48.0361898989899
2015-11-24 11:43:26	54.84467575757575
2015-11-24 11:45:06	56.038693939393944
2015-11-24 11:46:46	55.91956464646465
2015-11-24 11:48:26	53.94076262626262
2015-11-24 11:50:06	58.34696565656565
2015-11-24 11:51:46	51.24911414141414
2015-11-24 11:53:26	49.18490303030303
2015-11-24 11:55:06	48.37052525252525
2015-11-24 11:56:46	53.74097878787879
2015-11-24 11:58:26	54.208815151515154
2015-11-24 12:00:06	49.88252525252526
2015-11-24 12:01:46	51.236216161616156
2015-11-24 12:03:26	57.242134343434344
2015-11-24 12:05:06	52.93356464646463
2015-11-24 12:06:46	49.67172323232324
2015-11-24 12:08:26	48.891688888888886
2015-11-24 12:10:06	53.10407373737373
2015-11-24 12:11:46	56.22822323232324
2015-11-24 12:13:26	51.846276767676756
2015-11-24 12:15:06	49.80453636363636
2015-11-24 12:16:46	55.099643434343434
2015-11-24 12:18:26	57.770459595959586
2015-11-24 12:20:06	58.599443434343435
2015-11-24 12:21:46	56.92569494949495
2015-11-24 12:23:26	52.125384848484856
2015-11-24 12:25:06	50.89869191919193
2015-11-24 12:26:46	56.99566161616161
2015-11-24 12:28:26	52.3395191919192
2015-11-24 12:30:06	51.0420696969697
2015-11-24 12:31:46	53.24756464646465
2015-11-24 12:33:26	57.4408909090909
2015-11-24 12:35:06	54.276933333333346
2015-11-24 12:36:46	49.793756565656565
2015-11-24 12:38:26	51.68748484848486
2015-11-24 12:40:06	57.29472525252525
2015-11-24 12:41:46	56.182584848484844
2015-11-24 12:43:26	52.81935555555555
2015-11-24 12:45:06	55.742679797979804
2015-11-24 12:46:46	56.28129595959596
2015-11-24 12:48:26	50.5794898989899
2015-11-24 12:50:06	50.8788203030303
2015-11-24 12:51:46	54.33619292929293
2015-11-24 12:53:26	50.82691515151516
2015-11-24 12:55:06	50.0764595959596
2015-11-24 12:56:46	55.555394949494946
2015-11-24 12:58:26	56.39716363636364
2015-11-24 13:00:06	50.38873030303031
2015-11-24 13:01:46	50.61491717171716
2015-11-24 13:03:26	57.45494141414142
2015-11-24 13:05:06	55.87787575757576
2015-11-24 13:06:46	51.45910505050505
2015-11-24 13:08:26	55.43265858585858
2015-11-24 13:10:06	57.49073131313133
2015-11-24 13:11:46	52.130922222222225
2015-11-24 13:13:26	55.20227979797979
2015-11-24 13:15:06	57.955453535353534
2015-11-24 13:16:46	57.2865505050505
2015-11-24 13:18:26	57.779539393939395
2015-11-24 13:20:06	58.66971111111112
2015-11-24 13:21:46	56.58860505050506
2015-11-24 13:23:26	51.72489696969697
2015-11-24 13:25:06	58.208921212121226
2015-11-24 13:26:46	58.17496666666667
2015-11-24 13:28:26	58.10547676767676
2015-11-24 13:30:06	56.87424444444445
2015-11-24 13:31:46	57.08085959595959
2015-11-24 13:33:26	59.32928383838385
2015-11-24 13:35:06	56.59277777777777
2015-11-24 13:36:46	52.56614747474748
2015-11-24 13:38:26	60.056504040404036
2015-11-24 13:40:06	59.93053030303031
2015-11-24 13:41:46	59.521045454545444
