time	Sortie régulateur PIC1601
2015-11-24 07:34:30	43.19940202020204
2015-11-24 07:36:10	43.346012121212134
2015-11-24 07:37:50	44.462094949494954
2015-11-24 07:39:30	44.355795959595966
2015-11-24 07:41:10	43.90072424242424
2015-11-24 07:42:50	44.73548888888889
2015-11-24 07:44:30	45.3951808080808
2015-11-24 07:46:10	44.42139090909091
2015-11-24 07:47:50	44.476167676767666
2015-11-24 07:49:30	44.97914545454546
2015-11-24 07:51:10	44.55729494949496
2015-11-24 07:52:50	42.68577070707071
2015-11-24 07:54:30	42.516298989898985
2015-11-24 07:56:10	43.009890909090906
2015-11-24 07:57:50	42.53816363636364
2015-11-24 07:59:30	41.99845454545454
2015-11-24 08:01:10	42.66351414141414
2015-11-24 08:02:50	44.787230303030306
2015-11-24 08:04:30	45.146870707070704
2015-11-24 08:06:10	44.33520404040406
2015-11-24 08:07:50	44.637315151515146
2015-11-24 08:09:30	44.827816161616155
2015-11-24 08:11:10	44.63550707070707
2015-11-24 08:12:50	44.24900505050506
2015-11-24 08:14:30	43.2141707070707
2015-11-24 08:16:10	43.850530303030304
2015-11-24 08:17:50	43.60620404040404
2015-11-24 08:19:30	44.756570707070715
2015-11-24 08:21:10	45.09805858585858
2015-11-24 08:22:50	45.93723737373738
2015-11-24 08:24:30	45.79797373737373
2015-11-24 08:26:10	46.00987474747475
2015-11-24 08:27:50	45.7704303030303
2015-11-24 08:29:30	44.398062626262615
2015-11-24 08:31:10	45.33342424242424
2015-11-24 08:32:50	44.86756464646466
2015-11-24 08:34:30	45.19740606060607
2015-11-24 08:36:10	46.3872303030303
2015-11-24 08:37:50	45.731945454545446
2015-11-24 08:39:30	46.562983838383836
2015-11-24 08:41:10	45.820813131313145
2015-11-24 08:42:50	46.08358282828283
2015-11-24 08:44:30	47.18189191919192
2015-11-24 08:46:10	47.766335353535354
2015-11-24 08:47:50	47.10484545454544
2015-11-24 08:49:30	47.94819292929292
2015-11-24 08:51:10	48.404856565656566
2015-11-24 08:52:50	48.16751616161616
2015-11-24 08:54:30	48.65207171717173
2015-11-24 08:56:10	48.79213737373737
2015-11-24 08:57:50	49.37372727272728
2015-11-24 08:59:30	49.22035151515151
2015-11-24 09:01:10	48.40364040404041
2015-11-24 09:02:50	47.303278787878796
2015-11-24 09:04:30	46.2659414141414
2015-11-24 09:06:10	43.838046464646474
2015-11-24 09:07:50	42.59808888888888
2015-11-24 09:09:30	42.455489898989896
2015-11-24 09:11:10	43.35765151515152
2015-11-24 09:12:50	41.649870707070704
2015-11-24 09:14:30	40.53520303030303
2015-11-24 09:16:10	39.147372727272725
2015-11-24 09:17:50	39.52210505050505
2015-11-24 09:19:30	40.04482828282828
2015-11-24 09:21:10	39.67663333333334
2015-11-24 09:22:50	39.73909090909091
2015-11-24 09:24:30	39.75344242424242
2015-11-24 09:26:10	40.04848686868687
2015-11-24 09:27:50	37.394792929292926
2015-11-24 09:29:30	35.21981717171717
2015-11-24 09:31:10	35.07509393939394
2015-11-24 09:32:50	35.43946060606061
2015-11-24 09:35:06	36.20421919191919
2015-11-24 09:36:46	36.979742424242424
2015-11-24 09:38:26	36.68952929292929
2015-11-24 09:40:06	37.073582828282824
2015-11-24 09:41:46	36.6607797979798
2015-11-24 09:43:26	37.9047898989899
2015-11-24 09:45:06	37.40813535353535
2015-11-24 09:46:46	34.838136363636366
2015-11-24 09:48:26	33.318276767676764
2015-11-24 09:50:06	34.466869696969695
2015-11-24 09:51:46	36.04370606060606
2015-11-24 09:53:26	36.25115353535354
2015-11-24 09:55:06	36.670856565656564
2015-11-24 09:56:46	34.512404040404036
2015-11-24 09:58:26	36.19586464646465
2015-11-24 10:00:06	36.454623232323236
2015-11-24 10:01:46	35.91246565656566
2015-11-24 10:03:26	36.305335353535355
2015-11-24 10:05:06	34.70556767676768
2015-11-24 10:06:46	32.79067878787879
2015-11-24 10:08:26	31.35902222222222
2015-11-24 10:10:06	27.78594545454545
2015-11-24 10:11:46	25.907355555555554
2015-11-24 10:13:26	26.315875757575757
2015-11-24 10:15:06	27.39305656565656
2015-11-24 10:16:46	30.368380808080804
2015-11-24 10:18:26	31.04020606060606
2015-11-24 10:20:06	30.276116161616162
