time	Sortie régulateur FIC0101 - Mesure position vanne air FIC0101
2015-11-24 07:34:30	-0.08909595959596572
2015-11-24 07:36:10	0.16235555555555692
2015-11-24 07:37:50	-0.01241616161615866
2015-11-24 07:39:30	-0.010991919191930322
2015-11-24 07:41:10	0.041184848484853376
2015-11-24 07:42:50	-0.10443939393938706
2015-11-24 07:44:30	-0.07047575757574975
2015-11-24 07:46:10	-0.08297474747475064
2015-11-24 07:47:50	0.08078282828283534
2015-11-24 07:49:30	0.1801080808080755
2015-11-24 07:51:10	-0.16121111111110764
2015-11-24 07:52:50	-0.18560202020201189
2015-11-24 07:54:30	0.1660030303030311
2015-11-24 07:56:10	0.006685858585868232
2015-11-24 07:57:50	-0.07195959595958357
2015-11-24 07:59:30	-0.12379696969697562
2015-11-24 08:01:10	0.21049292929293983
2015-11-24 08:02:50	0.18451616161615192
2015-11-24 08:04:30	-0.20147878787879137
2015-11-24 08:06:10	0.09719292929293033
2015-11-24 08:07:50	0.013289898989910398
2015-11-24 08:09:30	0.009512121212125635
2015-11-24 08:11:10	0.02348080808081221
2015-11-24 08:12:50	-0.03319393939396065
2015-11-24 08:14:30	0.00038282828282376613
2015-11-24 08:16:10	0.046462626262623985
2015-11-24 08:17:50	-0.06667474747474245
2015-11-24 08:19:30	-0.021701010101011775
2015-11-24 08:21:10	0.04859191919192085
2015-11-24 08:22:50	-0.044076767676763495
2015-11-24 08:24:30	-0.08124444444445089
2015-11-24 08:26:10	0.018930303030309403
2015-11-24 08:27:50	-0.05157777777777994
2015-11-24 08:29:30	-0.008186868686877347
2015-11-24 08:31:10	0.0993121212121224
2015-11-24 08:32:50	-0.0715404040404124
2015-11-24 08:34:30	-0.02918181818181864
2015-11-24 08:36:10	0.01574646464646179
2015-11-24 08:37:50	0.05778686868688254
2015-11-24 08:39:30	-0.05945858585857877
2015-11-24 08:41:10	-0.055793939393943504
2015-11-24 08:42:50	0.04181515151515924
2015-11-24 08:44:30	0.021963636363651062
2015-11-24 08:46:10	-0.049615151515155276
2015-11-24 08:47:50	-0.00861212121212418
2015-11-24 08:49:30	-0.028885858585859125
2015-11-24 08:51:10	0.05842727272727899
2015-11-24 08:52:50	0.030685858585862036
2015-11-24 08:54:30	-0.1479595959595983
2015-11-24 08:56:10	0.11338383838384658
2015-11-24 08:57:50	-0.057312121212120815
2015-11-24 08:59:30	-0.009998989898981847
2015-11-24 09:01:10	-0.048183838383842215
2015-11-24 09:02:50	0.028203030303018295
2015-11-24 09:04:30	-0.17668383838385182
2015-11-24 09:06:10	-0.022147474747491458
2015-11-24 09:07:50	0.02761010101011152
2015-11-24 09:09:30	0.008965656565663949
2015-11-24 09:11:10	-0.10234343434343884
2015-11-24 09:12:50	-0.14672828282828476
2015-11-24 09:14:30	-0.026337373737369774
2015-11-24 09:16:10	-0.133705050505057
2015-11-24 09:17:50	0.2716484848484839
2015-11-24 09:19:30	0.05481515151517158
2015-11-24 09:21:10	-0.17027979797980208
2015-11-24 09:22:50	-0.06997373737372925
2015-11-24 09:24:30	0.1576464646464686
2015-11-24 09:26:10	-0.0936494949494957
2015-11-24 09:27:50	-0.2383757575757386
2015-11-24 09:29:30	0.21110202020202706
2015-11-24 09:31:10	0.26536969696969237
