time	Mesure température TIC0700 - TT0701
2015-11-24 07:34:30	1305.3950505050504
2015-11-24 07:36:10	1291.8469696969698
2015-11-24 07:37:50	1310.0052525252527
2015-11-24 07:39:30	1313.5162626262627
2015-11-24 07:41:10	1295.4844444444443
2015-11-24 07:42:50	1300.2602020202019
2015-11-24 07:44:30	1312.6933333333334
2015-11-24 07:46:10	1316.489393939394
2015-11-24 07:47:50	1290.8256565656566
2015-11-24 07:49:30	1313.2466666666667
2015-11-24 07:51:10	1318.676666666667
2015-11-24 07:52:50	1311.150808080808
2015-11-24 07:54:30	1298.449191919192
2015-11-24 07:56:10	1316.9263636363635
2015-11-24 07:57:50	1319.3860606060607
2015-11-24 07:59:30	1297.5535353535354
2015-11-24 08:01:10	1307.1423232323232
2015-11-24 08:02:50	1316.4571717171716
2015-11-24 08:04:30	1319.2845454545452
2015-11-24 08:06:10	1312.1811111111112
2015-11-24 08:07:50	1293.1349494949495
2015-11-24 08:09:30	1314.5066666666667
2015-11-24 08:11:10	1318.3742424242423
2015-11-24 08:12:50	1320.0281818181818
2015-11-24 08:14:30	1301.6536363636365
2015-11-24 08:16:10	1306.3668686868684
2015-11-24 08:17:50	1313.787878787879
2015-11-24 08:19:30	1315.8153535353536
2015-11-24 08:21:10	1313.8824242424241
2015-11-24 08:22:50	1292.8450505050507
2015-11-24 08:24:30	1312.9292929292928
2015-11-24 08:26:10	1317.3530303030302
2015-11-24 08:27:50	1319.5288888888888
2015-11-24 08:29:30	1309.7693939393941
2015-11-24 08:31:10	1302.1519191919192
2015-11-24 08:32:50	1318.0878787878787
2015-11-24 08:34:30	1319.4066666666665
2015-11-24 08:36:10	1299.1356565656565
2015-11-24 08:37:50	1318.3635353535353
2015-11-24 08:39:30	1321.8023232323233
2015-11-24 08:41:10	1316.7234343434343
2015-11-24 08:42:50	1300.6136363636363
2015-11-24 08:44:30	1319.310303030303
2015-11-24 08:46:10	1322.229393939394
2015-11-24 08:47:50	1307.3951515151516
2015-11-24 08:49:30	1300.7164646464646
2015-11-24 08:51:10	1314.0649494949494
2015-11-24 08:52:50	1316.1963636363635
2015-11-24 08:54:30	1287.389696969697
2015-11-24 08:56:10	1309.8504040404039
2015-11-24 08:57:50	1316.54101010101
2015-11-24 08:59:30	1317.8059595959596
2015-11-24 09:01:10	1318.098484848485
2015-11-24 09:02:50	1317.3852525252526
2015-11-24 09:04:30	1291.6585858585856
2015-11-24 09:06:10	1310.2453535353534
2015-11-24 09:07:50	1315.3132323232323
2015-11-24 09:09:30	1303.6433333333334
2015-11-24 09:11:10	1298.7425252525254
2015-11-24 09:12:50	1315.878484848485
2015-11-24 09:14:30	1318.4334343434346
2015-11-24 09:16:10	1302.7978787878787
2015-11-24 09:17:50	1306.1072727272729
2015-11-24 09:19:30	1316.7849494949494
2015-11-24 09:21:10	1316.9377777777777
2015-11-24 09:22:50	1289.4763636363637
2015-11-24 09:24:30	1315.149090909091
2015-11-24 09:26:10	1319.949393939394
2015-11-24 09:27:50	1299.131212121212
2015-11-24 09:29:30	1293.3461616161617
2015-11-24 09:31:10	1302.2051515151513
2015-11-24 09:32:50	1299.5666666666666
2015-11-24 09:35:06	1276.0815151515153
2015-11-24 09:36:46	1298.4409090909091
2015-11-24 09:38:26	1301.9965656565657
2015-11-24 09:40:06	1275.759393939394
2015-11-24 09:41:46	1291.6470707070705
2015-11-24 09:43:26	1297.6009090909092
2015-11-24 09:45:06	1299.670202020202
2015-11-24 09:46:46	1298.960303030303
2015-11-24 09:48:26	1273.8054545454545
2015-11-24 09:50:06	1284.0298989898988
2015-11-24 09:51:46	1285.9271717171714
2015-11-24 09:53:26	1287.31898989899
2015-11-24 09:55:06	1265.891111111111
2015-11-24 09:56:46	1279.3533333333332
2015-11-24 09:58:26	1285.1737373737374
2015-11-24 10:00:06	1286.9904040404042
2015-11-24 10:01:46	1270.4173737373737
2015-11-24 10:03:26	1275.8653535353537
2015-11-24 10:05:06	1286.280404040404
2015-11-24 10:06:46	1288.4011111111108
2015-11-24 10:08:26	1289.229797979798
2015-11-24 10:10:06	1289.4988888888886
2015-11-24 10:11:46	1267.4949494949494
2015-11-24 10:13:26	1281.6928282828285
2015-11-24 10:15:06	1286.380606060606
2015-11-24 10:16:46	1288.4339393939395
2015-11-24 10:18:26	1286.3377777777778
2015-11-24 10:20:06	1285.0445454545454
2015-11-24 10:21:46	1264.220606060606
2015-11-24 10:23:26	1282.4546464646464
2015-11-24 10:25:06	1285.3850505050507
2015-11-24 10:26:46	1283.0801010101009
2015-11-24 10:28:26	1262.6364646464647
2015-11-24 10:30:06	1280.6849494949497
2015-11-24 10:31:46	1285.7383838383837
2015-11-24 10:33:26	1286.8476767676766
2015-11-24 10:35:06	1286.7212121212124
2015-11-24 10:36:46	1268.8975757575759
2015-11-24 10:38:26	1275.710404040404
2015-11-24 10:40:06	1284.7672727272727
2015-11-24 10:41:46	1288.0185858585858
2015-11-24 10:43:26	1280.3388888888887
2015-11-24 10:45:06	1274.069393939394
2015-11-24 10:46:46	1290.0227272727273
2015-11-24 10:48:26	1293.969595959596
2015-11-24 10:50:06	1291.7364646464646
2015-11-24 10:51:46	1273.9826262626264
2015-11-24 10:53:26	1289.2041414141415
2015-11-24 10:55:06	1298.138787878788
2015-11-24 10:56:46	1298.9437373737373
2015-11-24 10:58:26	1279.856464646465
2015-11-24 11:00:06	1300.1253535353537
2015-11-24 11:01:46	1303.6571717171719
2015-11-24 11:03:26	1304.558282828283
2015-11-24 11:05:06	1292.3422222222223
2015-11-24 11:06:46	1273.0813131313132
2015-11-24 11:08:26	1297.3661616161614
2015-11-24 11:10:06	1303.9893939393937
2015-11-24 11:11:46	1304.5756565656563
2015-11-24 11:13:26	1289.559292929293
2015-11-24 11:15:06	1293.3293939393939
2015-11-24 11:16:46	1304.4332323232322
2015-11-24 11:18:26	1305.9338383838385
2015-11-24 11:20:06	1305.5105050505053
2015-11-24 11:21:46	1263.8287878787878
2015-11-24 11:23:26	1285.119090909091
2015-11-24 11:25:06	1293.162424242424
2015-11-24 11:26:46	1294.330101010101
2015-11-24 11:28:26	1274.6029292929293
2015-11-24 11:30:06	1280.427777777778
2015-11-24 11:31:46	1288.7661616161613
2015-11-24 11:33:26	1290.2526262626263
2015-11-24 11:35:06	1289.4132323232323
2015-11-24 11:36:46	1262.591616161616
2015-11-24 11:38:26	1283.1523232323232
2015-11-24 11:40:06	1288.273333333333
2015-11-24 11:41:46	1288.2615151515154
2015-11-24 11:43:26	1258.6498989898992
2015-11-24 11:45:06	1275.159595959596
2015-11-24 11:46:46	1284.3126262626263
2015-11-24 11:48:26	1279.719595959596
2015-11-24 11:50:06	1264.709797979798
2015-11-24 11:51:46	1284.4336363636362
2015-11-24 11:53:26	1288.3496969696969
2015-11-24 11:55:06	1289.7254545454546
2015-11-24 11:56:46	1267.9273737373737
2015-11-24 11:58:26	1279.7936363636363
2015-11-24 12:00:06	1286.4022222222222
2015-11-24 12:01:46	1282.3659595959598
2015-11-24 12:03:26	1259.361818181818
2015-11-24 12:05:06	1283.3683838383838
2015-11-24 12:06:46	1287.6152525252528
2015-11-24 12:08:26	1289.4822222222222
2015-11-24 12:10:06	1270.418888888889
2015-11-24 12:11:46	1272.4255555555555
2015-11-24 12:13:26	1283.6541414141413
2015-11-24 12:15:06	1286.1560606060607
2015-11-24 12:16:46	1257.601515151515
2015-11-24 12:18:26	1255.9612121212122
2015-11-24 12:20:06	1253.418888888889
2015-11-24 12:21:46	1278.6229292929293
2015-11-24 12:23:26	1284.9232323232325
2015-11-24 12:25:06	1282.7663636363636
2015-11-24 12:26:46	1258.5772727272729
2015-11-24 12:28:26	1280.9205050505052
2015-11-24 12:30:06	1284.0626262626263
2015-11-24 12:31:46	1270.940808080808
2015-11-24 12:33:26	1263.6966666666667
2015-11-24 12:35:06	1283.3359595959596
2015-11-24 12:36:46	1286.5383838383839
2015-11-24 12:38:26	1280.098888888889
2015-11-24 12:40:06	1264.4189898989898
2015-11-24 12:41:46	1282.7411111111114
2015-11-24 12:43:26	1285.5269696969697
2015-11-24 12:45:06	1265.6679797979798
2015-11-24 12:46:46	1277.8965656565656
2015-11-24 12:48:26	1287.3693939393938
2015-11-24 12:50:06	1272.208282828283
2015-11-24 12:51:46	1271.211212121212
2015-11-24 12:53:26	1284.3943434343435
2015-11-24 12:55:06	1287.3506060606062
2015-11-24 12:56:46	1265.0537373737372
2015-11-24 12:58:26	1276.750505050505
2015-11-24 13:00:06	1287.890505050505
2015-11-24 13:01:46	1288.7814141414142
2015-11-24 13:03:26	1262.341919191919
2015-11-24 13:05:06	1283.629898989899
2015-11-24 13:06:46	1287.9658585858588
2015-11-24 13:08:26	1269.2686868686867
2015-11-24 13:10:06	1276.5713131313132
2015-11-24 13:11:46	1289.1248484848486
2015-11-24 13:13:26	1271.6344444444446
2015-11-24 13:15:06	1277.1844444444446
2015-11-24 13:16:46	1287.8741414141414
2015-11-24 13:18:26	1271.5752525252528
2015-11-24 13:20:06	1276.2373737373737
2015-11-24 13:21:46	1290.5774747474748
2015-11-24 13:23:26	1293.5637373737375
2015-11-24 13:25:06	1268.9671717171718
2015-11-24 13:26:46	1285.4437373737373
2015-11-24 13:28:26	1292.068888888889
2015-11-24 13:30:06	1293.7650505050503
2015-11-24 13:31:46	1275.3358585858584
2015-11-24 13:33:26	1275.651515151515
2015-11-24 13:35:06	1290.7846464646466
2015-11-24 13:36:46	1293.718686868687
2015-11-24 13:38:26	1269.8755555555556
2015-11-24 13:40:06	1290.7722222222221
2015-11-24 13:41:46	1295.5020202020203
2015-11-24 13:43:26	1269.5659595959594
2015-11-24 13:45:06	1288.911313131313
2015-11-24 13:46:46	1298.3353535353538
2015-11-24 13:48:26	1299.4188888888891
