time	Mesure température utile TIC0400
2015-11-24 07:34:30	1258.6039393939393
2015-11-24 07:36:10	1258.4343434343432
2015-11-24 07:37:50	1258.7574747474746
2015-11-24 07:39:30	1261.1859595959595
2015-11-24 07:41:10	1263.5853535353535
2015-11-24 07:42:50	1262.7830303030303
2015-11-24 07:44:30	1262.8889898989896
2015-11-24 07:46:10	1264.730202020202
2015-11-24 07:47:50	1265.8231313131314
2015-11-24 07:49:30	1267.2159595959595
2015-11-24 07:51:10	1267.9469696969695
2015-11-24 07:52:50	1269.2649494949494
2015-11-24 07:54:30	1268.3674747474747
2015-11-24 07:56:10	1267.1224242424244
2015-11-24 07:57:50	1267.359595959596
2015-11-24 07:59:30	1268.1207070707067
2015-11-24 08:01:10	1270.3849494949495
2015-11-24 08:02:50	1266.1127272727272
2015-11-24 08:04:30	1266.5978787878787
2015-11-24 08:06:10	1269.479090909091
2015-11-24 08:07:50	1269.8058585858587
2015-11-24 08:09:30	1271.9701010101012
2015-11-24 08:11:10	1273.0328282828282
2015-11-24 08:12:50	1275.4242424242425
2015-11-24 08:14:30	1275.7833333333333
2015-11-24 08:16:10	1273.9432323232322
2015-11-24 08:17:50	1272.010202020202
2015-11-24 08:19:30	1271.131414141414
2015-11-24 08:21:10	1272.1871717171716
2015-11-24 08:22:50	1271.5174747474748
2015-11-24 08:24:30	1269.810202020202
2015-11-24 08:26:10	1269.4322222222222
2015-11-24 08:27:50	1270.808484848485
2015-11-24 08:29:30	1272.2635353535354
2015-11-24 08:31:10	1270.0832323232323
2015-11-24 08:32:50	1266.590303030303
2015-11-24 08:34:30	1267.9004040404038
2015-11-24 08:36:10	1266.360707070707
2015-11-24 08:37:50	1264.7935353535354
2015-11-24 08:39:30	1264.6320202020202
2015-11-24 08:41:10	1265.9059595959595
2015-11-24 08:42:50	1264.2420202020203
2015-11-24 08:44:30	1258.438080808081
2015-11-24 08:46:10	1258.4137373737374
2015-11-24 08:47:50	1259.209393939394
2015-11-24 08:49:30	1257.9733333333334
2015-11-24 08:51:10	1252.3458585858587
2015-11-24 08:52:50	1254.4505050505054
2015-11-24 08:54:30	1254.4888888888888
2015-11-24 08:56:10	1254.2642424242424
2015-11-24 08:57:50	1254.9202020202022
2015-11-24 08:59:30	1258.5512121212123
2015-11-24 09:01:10	1261.658282828283
2015-11-24 09:02:50	1265.390202020202
2015-11-24 09:04:30	1265.4729292929292
2015-11-24 09:06:10	1265.0863636363636
2015-11-24 09:07:50	1265.0987878787878
2015-11-24 09:09:30	1265.860303030303
2015-11-24 09:11:10	1266.9733333333334
2015-11-24 09:12:50	1269.2344444444443
2015-11-24 09:14:30	1274.2176767676767
2015-11-24 09:16:10	1275.1958585858586
2015-11-24 09:17:50	1278.9534343434343
2015-11-24 09:19:30	1279.3653535353535
2015-11-24 09:21:10	1282.5623232323233
2015-11-24 09:22:50	1281.979696969697
2015-11-24 09:24:30	1277.5916161616162
2015-11-24 09:26:10	1278.5563636363636
2015-11-24 09:27:50	1278.4238383838385
2015-11-24 09:29:30	1270.0652525252524
2015-11-24 09:31:10	1263.0388888888888
2015-11-24 09:32:50	1261.7504040404042
2015-11-24 09:35:06	1260.4567676767679
2015-11-24 09:36:46	1260.1634343434343
2015-11-24 09:38:26	1260.060606060606
2015-11-24 09:40:06	1260.6548484848483
2015-11-24 09:41:46	1266.1711111111113
2015-11-24 09:43:26	1270.5793939393939
2015-11-24 09:45:06	1273.4062626262628
2015-11-24 09:46:46	1273.6130303030302
2015-11-24 09:48:26	1269.5175757575757
2015-11-24 09:50:06	1271.0567676767675
2015-11-24 09:51:46	1269.5651515151515
2015-11-24 09:53:26	1268.7154545454546
2015-11-24 09:55:06	1266.6830303030304
2015-11-24 09:56:46	1267.6665656565658
2015-11-24 09:58:26	1268.3874747474747
2015-11-24 10:00:06	1268.869797979798
2015-11-24 10:01:46	1266.7475757575758
2015-11-24 10:03:26	1267.780101010101
2015-11-24 10:05:06	1267.0732323232326
2015-11-24 10:06:46	1268.0654545454545
2015-11-24 10:08:26	1269.9257575757576
2015-11-24 10:10:06	1268.9322222222222
2015-11-24 10:11:46	1264.0251515151515
2015-11-24 10:13:26	1263.6987878787877
2015-11-24 10:15:06	1262.698686868687
2015-11-24 10:16:46	1264.737676767677
2015-11-24 10:18:26	1262.078888888889
2015-11-24 10:20:06	1263.5056565656566
2015-11-24 10:21:46	1262.6442424242425
2015-11-24 10:23:26	1260.049595959596
2015-11-24 10:25:06	1258.0734343434342
2015-11-24 10:26:46	1257.93101010101
2015-11-24 10:28:26	1257.8232323232323
2015-11-24 10:30:06	1259.0392929292927
2015-11-24 10:31:46	1259.840909090909
2015-11-24 10:33:26	1261.277575757576
2015-11-24 10:35:06	1262.3396969696971
2015-11-24 10:36:46	1259.8344444444444
2015-11-24 10:38:26	1258.99202020202
2015-11-24 10:40:06	1256.760303030303
2015-11-24 10:41:46	1257.8371717171717
2015-11-24 10:43:26	1257.3382828282831
2015-11-24 10:45:06	1255.4148484848483
2015-11-24 10:46:46	1255.0255555555555
2015-11-24 10:48:26	1256.9924242424242
2015-11-24 10:50:06	1255.9282828282828
2015-11-24 10:51:46	1255.2793939393941
2015-11-24 10:53:26	1257.1656565656567
2015-11-24 10:55:06	1255.120808080808
2015-11-24 10:56:46	1255.745555555556
2015-11-24 10:58:26	1255.5074747474748
2015-11-24 11:00:06	1257.6083838383838
