time	Mesure température TIC0800 - TT0802 - Consigne en cours TIC0800
2015-11-24 07:34:30	-0.039090909090646164
2015-11-24 07:36:10	0.017272727272711563
2015-11-24 07:37:50	0.01525252525243559
2015-11-24 07:39:30	0.0057575757580252684
2015-11-24 07:41:10	-0.03434343434332732
2015-11-24 07:42:50	0.023030303030509458
2015-11-24 07:44:30	0.013333333333321207
2015-11-24 07:46:10	-0.004747474747318847
2015-11-24 07:47:50	-0.01141414141397945
2015-11-24 07:49:30	0.021111111110940328
2015-11-24 07:51:10	0.007171717171559067
2015-11-24 07:52:50	-0.03484848484868053
2015-11-24 07:54:30	0.015353535353369807
2015-11-24 07:56:10	0.018484848485059047
2015-11-24 07:57:50	0.003737373737294547
2015-11-24 07:59:30	-0.03777777777781921
2015-11-24 08:01:10	0.0228282828279589
2015-11-24 08:02:50	0.007979797979714931
2015-11-24 08:04:30	0.006666666666887977
2015-11-24 08:06:10	-0.03060606060603277
2015-11-24 08:07:50	0.008686868686936577
2015-11-24 08:09:30	0.012929292929129588
2015-11-24 08:11:10	0.007272727272720658
2015-11-24 08:12:50	0.0028282828284318384
2015-11-24 08:14:30	-0.0416161616158206
2015-11-24 08:16:10	0.017979797979705836
2015-11-24 08:17:50	0.0068686868689837866
2015-11-24 08:19:30	0.0065656565657263855
2015-11-24 08:21:10	-0.018383838383442708
2015-11-24 08:22:50	-0.0006060606060600549
2015-11-24 08:24:30	0.014242424242638663
2015-11-24 08:26:10	0.009090909091128196
2015-11-24 08:27:50	0.002424242424467593
2015-11-24 08:29:30	-0.0319191919190871
2015-11-24 08:31:10	0.016060606060136706
2015-11-24 08:32:50	0.009999999999990905
2015-11-24 08:34:30	-0.014343434343345507
2015-11-24 08:36:10	-0.005757575757797895
2015-11-24 08:37:50	0.016565656565944664
2015-11-24 08:39:30	0.010505050505116742
2015-11-24 08:41:10	-0.023030303030282084
2015-11-24 08:42:50	0.011414141414434198
2015-11-24 08:44:30	0.011919191919332661
2015-11-24 08:46:10	0.005353535353378902
2015-11-24 08:47:50	-0.03747474747478918
2015-11-24 08:49:30	0.018888888889023292
2015-11-24 08:51:10	0.00919191919183504
2015-11-24 08:52:50	-0.007474747474816468
2015-11-24 08:54:30	-0.024343434343563786
2015-11-24 08:56:10	0.01484848484824397
2015-11-24 08:57:50	0.004242424242420384
2015-11-24 08:59:30	-0.00040404040396424534
2015-11-24 09:01:10	-0.0014141414139885455
2015-11-24 09:02:50	-0.011818181817716322
2015-11-24 09:04:30	-0.027878787878762523
2015-11-24 09:06:10	0.02232323232328781
2015-11-24 09:07:50	0.00939393939393085
2015-11-24 09:09:30	-0.03727272727269337
2015-11-24 09:11:10	0.01939393939414913
2015-11-24 09:12:50	0.014141414141477071
2015-11-24 09:14:30	0.0044444444445161935
2015-11-24 09:16:10	-0.03444444444448891
2015-11-24 09:17:50	0.024444444444725377
2015-11-24 09:19:30	0.013737373737512826
2015-11-24 09:21:10	-0.0150505050510219
2015-11-24 09:22:50	-0.0051515151512830926
2015-11-24 09:24:30	0.019595959596017565
2015-11-24 09:26:10	0.00919191919183504
2015-11-24 09:27:50	-0.04444444444425244
2015-11-24 09:29:30	0.016868686868519944
2015-11-24 09:31:10	0.00979797979812247
2015-11-24 09:32:50	-0.029090909091110007
2015-11-24 09:35:06	0.0023232323233060015
2015-11-24 09:36:46	0.013333333333321207
2015-11-24 09:38:26	-0.0031313131316892395
2015-11-24 09:40:06	-0.02707070707060666
2015-11-24 09:41:46	0.024848484848689623
2015-11-24 09:43:26	0.010101010100925123
2015-11-24 09:45:06	0.0030303030300729006
2015-11-24 09:46:46	-0.007979797979714931
2015-11-24 09:48:26	-0.0322222222223445
2015-11-24 09:50:06	0.010707070706985178
2015-11-24 09:51:46	0.0040404040403245745
2015-11-24 09:53:26	-0.005050505050576248
2015-11-24 09:55:06	-0.030808080808355953
2015-11-24 09:56:46	0.026767676767804005
2015-11-24 09:58:26	0.012424242424458498
2015-11-24 10:00:06	0.0038383838384561386
2015-11-24 10:01:46	-0.04212121212117381
2015-11-24 10:03:26	0.028282828282954142
2015-11-24 10:05:06	0.014242424242183915
2015-11-24 10:06:46	0.007070707070624849
2015-11-24 10:08:26	0.0021212121214375657
2015-11-24 10:10:06	-0.0030303030303002743
2015-11-24 10:11:46	-0.027272727272929842
2015-11-24 10:13:26	0.020303030303011838
2015-11-24 10:15:06	0.010909090909080987
2015-11-24 10:16:46	0.0003030303030300274
