time	Mesure position vanne air FIC0101
2015-11-24 07:34:30	54.98156767676768
2015-11-24 07:36:10	54.57908282828283
2015-11-24 07:37:50	55.153376767676754
2015-11-24 07:39:30	55.01653434343435
2015-11-24 07:41:10	55.08638585858586
2015-11-24 07:42:50	55.09685252525252
2015-11-24 07:44:30	54.9890707070707
2015-11-24 07:46:10	53.92488686868687
2015-11-24 07:47:50	52.72703535353535
2015-11-24 07:49:30	54.28393939393939
2015-11-24 07:51:10	54.290706060606055
2015-11-24 07:52:50	52.58036969696969
2015-11-24 07:54:30	51.10513838383838
2015-11-24 07:56:10	52.09195454545455
2015-11-24 07:57:50	51.99520707070707
2015-11-24 07:59:30	51.5000595959596
2015-11-24 08:01:10	52.27112626262626
2015-11-24 08:02:50	54.47662525252526
2015-11-24 08:04:30	55.24330909090909
2015-11-24 08:06:10	54.88418787878787
2015-11-24 08:07:50	54.6337
2015-11-24 08:09:30	55.23944747474747
2015-11-24 08:11:10	55.19055454545454
2015-11-24 08:12:50	55.113271717171735
2015-11-24 08:14:30	55.19332727272728
2015-11-24 08:16:10	55.26732020202021
2015-11-24 08:17:50	55.352812121212125
2015-11-24 08:19:30	55.1443606060606
2015-11-24 08:21:10	55.318682828282824
2015-11-24 08:22:50	55.198263636363635
2015-11-24 08:24:30	55.38459797979798
2015-11-24 08:26:10	55.17129292929293
2015-11-24 08:27:50	55.385892929292936
2015-11-24 08:29:30	55.30731515151516
2015-11-24 08:31:10	55.35630808080808
2015-11-24 08:32:50	55.411683838383844
2015-11-24 08:34:30	55.4446606060606
2015-11-24 08:36:10	55.3822404040404
2015-11-24 08:37:50	55.549477777777774
2015-11-24 08:39:30	55.429931313131306
2015-11-24 08:41:10	55.37634343434344
2015-11-24 08:42:50	55.46661616161616
2015-11-24 08:44:30	55.389777777777766
2015-11-24 08:46:10	55.51358080808081
2015-11-24 08:47:50	55.47243232323232
2015-11-24 08:49:30	55.449722222222235
2015-11-24 08:51:10	55.507410101010095
2015-11-24 08:52:50	55.57381717171717
2015-11-24 08:54:30	55.48548484848485
2015-11-24 08:56:10	55.62193535353535
2015-11-24 08:57:50	55.67148888888889
2015-11-24 08:59:30	55.5350707070707
2015-11-24 09:01:10	55.737160606060606
2015-11-24 09:02:50	55.279419191919196
2015-11-24 09:04:30	53.920180808080815
2015-11-24 09:06:10	50.93347676767678
2015-11-24 09:07:50	49.94073636363636
2015-11-24 09:09:30	49.79970404040403
2015-11-24 09:11:10	48.60452323232324
2015-11-24 09:12:50	46.576543434343435
2015-11-24 09:14:30	44.66874343434343
2015-11-24 09:16:10	43.60313535353534
2015-11-24 09:17:50	43.08468181818182
2015-11-24 09:19:30	44.31499292929293
2015-11-24 09:21:10	44.03860000000001
2015-11-24 09:22:50	43.422410101010094
2015-11-24 09:24:30	44.00473535353535
2015-11-24 09:26:10	44.39489797979799
2015-11-24 09:27:50	42.45286666666666
2015-11-24 09:29:30	41.83371818181818
2015-11-24 09:31:10	43.57379898989899
2015-11-24 09:32:50	44.87623434343435
2015-11-24 09:35:06	45.7368898989899
2015-11-24 09:36:46	46.421201010101
2015-11-24 09:38:26	46.45273939393939
2015-11-24 09:40:06	46.1016303030303
2015-11-24 09:41:46	46.13300606060606
2015-11-24 09:43:26	48.05460202020202
2015-11-24 09:45:06	48.774065656565654
2015-11-24 09:46:46	48.417446464646474
2015-11-24 09:48:26	47.95531616161616
2015-11-24 09:50:06	48.64552525252525
2015-11-24 09:51:46	50.726795959595954
2015-11-24 09:53:26	52.01160404040404
2015-11-24 09:55:06	52.16936767676767
2015-11-24 09:56:46	49.72251111111111
2015-11-24 09:58:26	50.98819090909091
2015-11-24 10:00:06	52.14652626262626
2015-11-24 10:01:46	52.240157575757564
2015-11-24 10:03:26	51.2989090909091
2015-11-24 10:05:06	48.41848181818182
2015-11-24 10:06:46	42.965998989898985
2015-11-24 10:08:26	39.31947575757576
2015-11-24 10:10:06	32.5349898989899
2015-11-24 10:11:46	20.62970707070707
2015-11-24 10:13:26	12.581270707070706
2015-11-24 10:15:06	12.744419191919192
2015-11-24 10:16:46	17.546166666666664
2015-11-24 10:18:26	35.992015151515155
2015-11-24 10:20:06	35.95094545454545
2015-11-24 10:21:46	42.15184545454546
2015-11-24 10:23:26	48.79334040404042
2015-11-24 10:25:06	52.23730404040405
2015-11-24 10:26:46	52.928151515151505
2015-11-24 10:28:26	52.16653232323232
2015-11-24 10:30:06	47.864647474747464
2015-11-24 10:31:46	52.39984646464647
2015-11-24 10:33:26	53.74976868686868
2015-11-24 10:35:06	53.476130303030295
2015-11-24 10:36:46	51.737601010101
2015-11-24 10:38:26	49.56497474747474
2015-11-24 10:40:06	49.325448484848486
2015-11-24 10:41:46	44.62854545454545
2015-11-24 10:43:26	30.48406666666667
2015-11-24 10:45:06	28.207948484848487
2015-11-24 10:46:46	30.607968686868688
2015-11-24 10:48:26	43.235772727272725
2015-11-24 10:50:06	46.123000000000005
2015-11-24 10:51:46	47.24340808080808
2015-11-24 10:53:26	47.07870606060606
2015-11-24 10:55:06	48.049054545454545
2015-11-24 10:56:46	47.48800909090909
2015-11-24 10:58:26	44.751851515151515
2015-11-24 11:00:06	49.78937272727273
2015-11-24 11:01:46	49.777085858585856
2015-11-24 11:03:26	48.744568686868696
2015-11-24 11:05:06	49.42737676767677
2015-11-24 11:06:46	46.668007070707056
2015-11-24 11:08:26	46.55091111111111
2015-11-24 11:10:06	50.9961696969697
2015-11-24 11:11:46	36.28144141414142
2015-11-24 11:13:26	43.68232222222221
2015-11-24 11:15:06	42.47053232323232
2015-11-24 11:16:46	45.44317070707071
2015-11-24 11:18:26	52.78137676767676
2015-11-24 11:20:06	48.44897777777778
2015-11-24 11:21:46	45.54131818181818
2015-11-24 11:23:26	45.60269797979799
2015-11-24 11:25:06	35.508774747474746
2015-11-24 11:26:46	33.91961313131313
2015-11-24 11:28:26	39.63593333333334
2015-11-24 11:30:06	42.64712121212122
2015-11-24 11:31:46	49.95363535353534
2015-11-24 11:33:26	46.37879494949495
2015-11-24 11:35:06	48.51258181818181
2015-11-24 11:36:46	30.43506767676768
2015-11-24 11:38:26	34.714828282828286
2015-11-24 11:40:06	48.314565656565655
2015-11-24 11:41:46	41.70473737373737
2015-11-24 11:43:26	40.192785858585864
2015-11-24 11:45:06	35.99073434343434
2015-11-24 11:46:46	47.420033333333336
2015-11-24 11:48:26	52.42906868686868
2015-11-24 11:50:06	52.84279191919192
2015-11-24 11:51:46	52.21486666666667
2015-11-24 11:53:26	51.229477777777774
2015-11-24 11:55:06	50.184607070707074
2015-11-24 11:56:46	48.695162626262615
2015-11-24 11:58:26	46.790496969696974
2015-11-24 12:00:06	48.27151818181817
2015-11-24 12:01:46	49.879305050505046
2015-11-24 12:03:26	50.076575757575746
2015-11-24 12:05:06	49.95681717171718
2015-11-24 12:06:46	50.482729292929285
2015-11-24 12:08:26	50.05522323232323
2015-11-24 12:10:06	48.729809090909086
2015-11-24 12:11:46	46.58811818181819
2015-11-24 12:13:26	44.602845454545445
2015-11-24 12:15:06	46.555801010101014
2015-11-24 12:16:46	47.41606363636364
2015-11-24 12:18:26	47.25774646464646
2015-11-24 12:20:06	46.301219191919195
2015-11-24 12:21:46	45.132089898989896
2015-11-24 12:23:26	45.44769494949494
2015-11-24 12:25:06	45.06704242424242
2015-11-24 12:26:46	43.93441010101011
2015-11-24 12:28:26	43.21030404040403
2015-11-24 12:30:06	43.02339797979798
2015-11-24 12:31:46	42.31303939393939
2015-11-24 12:33:26	41.634025252525255
2015-11-24 12:35:06	42.34349595959596
2015-11-24 12:36:46	42.14852222222222
2015-11-24 12:38:26	40.63112727272728
2015-11-24 12:40:06	38.87991111111111
2015-11-24 12:41:46	34.63430909090909
2015-11-24 12:43:26	32.94273232323233
2015-11-24 12:45:06	29.098766666666673
2015-11-24 12:46:46	28.080163636363636
2015-11-24 12:48:26	26.302278787878794
2015-11-24 12:50:06	27.228154545454547
2015-11-24 12:51:46	26.204648484848487
2015-11-24 12:53:26	25.684869696969695
2015-11-24 12:55:06	23.187336363636362
2015-11-24 12:56:46	18.164436363636362
2015-11-24 12:58:26	15.184186868686869
2015-11-24 13:00:06	13.942005050505053
2015-11-24 13:01:46	14.75038686868687
2015-11-24 13:03:26	15.657035353535353
2015-11-24 13:05:06	16.512433333333334
2015-11-24 13:06:46	15.901311111111111
2015-11-24 13:08:26	13.822364646464651
2015-11-24 13:10:06	12.565049494949497
2015-11-24 13:11:46	12.88264343434343
2015-11-24 13:13:26	13.778538383838384
2015-11-24 13:15:06	13.779962626262627
2015-11-24 13:16:46	13.595034343434346
2015-11-24 13:18:26	13.362167676767678
2015-11-24 13:20:06	13.139558585858586
2015-11-24 13:21:46	12.269971717171716
2015-11-24 13:23:26	11.92421111111111
2015-11-24 13:25:06	13.074146464646464
2015-11-24 13:26:46	12.823752525252525
2015-11-24 13:28:26	11.50232222222222
2015-11-24 13:30:06	11.16528484848485
2015-11-24 13:31:46	11.007755555555555
2015-11-24 13:33:26	11.011980808080807
2015-11-24 13:35:06	11.010759595959597
2015-11-24 13:36:46	10.97330202020202
2015-11-24 13:38:26	10.970525252525254
2015-11-24 13:40:06	10.970383838383835
2015-11-24 13:41:46	10.973526262626264
2015-11-24 13:43:26	10.97141414141414
2015-11-24 13:45:06	10.973556565656565
2015-11-24 13:46:46	10.972616161616164
2015-11-24 13:48:26	16.961158585858588
2015-11-24 13:50:06	31.54062626262626
2015-11-24 13:51:46	34.57215555555556
2015-11-24 13:53:26	41.22455656565657
2015-11-24 13:55:06	46.721542424242415
2015-11-24 13:56:46	50.131566666666664
2015-11-24 13:58:26	54.79614343434344
2015-11-24 14:00:06	54.85153636363637
2015-11-24 14:01:46	54.77449494949495
2015-11-24 14:03:26	54.97437070707072
2015-11-24 14:05:06	54.616195959595956
2015-11-24 14:06:46	54.66073434343434
2015-11-24 14:08:26	54.61289595959597
2015-11-24 14:10:06	54.792873737373746
2015-11-24 14:11:46	54.45528888888889
2015-11-24 14:13:26	54.69845252525252
2015-11-24 14:15:06	54.609095959595955
2015-11-24 14:16:46	54.76527171717172
2015-11-24 14:18:26	54.40813333333333
2015-11-24 14:20:06	54.57240707070707
2015-11-24 14:21:46	54.66324141414141
2015-11-24 14:23:26	54.45833939393939
2015-11-24 14:25:06	54.43979393939394
2015-11-24 14:26:46	54.441486868686866
2015-11-24 14:28:26	54.549731313131325
2015-11-24 14:30:06	54.170878787878785
2015-11-24 14:31:46	54.297294949494955
2015-11-24 14:33:26	52.884958585858584
2015-11-24 14:35:06	51.34107474747474
2015-11-24 14:36:46	49.60082727272727
2015-11-24 14:38:26	48.11317575757575
2015-11-24 14:40:06	47.06448989898989
2015-11-24 14:41:46	46.18992121212122
2015-11-24 14:43:26	45.093399999999995
2015-11-24 14:45:06	44.103600000000014
2015-11-24 14:46:46	43.18397979797981
2015-11-24 14:48:26	43.1671
2015-11-24 14:50:06	41.72302121212121
2015-11-24 14:51:46	40.63629797979798
2015-11-24 14:53:26	39.197370707070704
2015-11-24 14:55:06	37.53876161616162
2015-11-24 14:56:46	38.44616868686868
2015-11-24 14:58:26	38.818437373737375
2015-11-24 15:00:06	38.27015151515151
2015-11-24 15:01:46	28.50416262626263
2015-11-24 15:03:26	19.06242929292929
2015-11-24 15:05:06	19.133517171717173
2015-11-24 15:06:46	19.24586262626263
2015-11-24 15:08:26	20.461747474747476
2015-11-24 15:10:06	22.59070101010101
2015-11-24 15:11:46	26.578390909090913
2015-11-24 15:13:26	32.0488292929293
2015-11-24 15:15:06	29.325993939393936
2015-11-24 15:16:46	31.35583535353536
2015-11-24 15:18:26	34.86868686868687
2015-11-24 15:20:06	40.529220202020205
2015-11-24 15:21:46	42.799658585858595
2015-11-24 15:23:26	28.38459191919192
2015-11-24 15:25:06	27.61717373737374
2015-11-24 15:26:46	23.876716161616166
2015-11-24 15:28:26	22.015183838383834
2015-11-24 15:30:06	22.646115151515158
2015-11-24 15:31:46	28.10420303030303
2015-11-24 15:33:26	33.087843434343434
2015-11-24 15:35:06	32.67492828282828
2015-11-24 15:36:46	29.438195959595962
2015-11-24 15:38:26	29.971955555555557
2015-11-24 15:40:06	33.03749292929293
2015-11-24 15:41:46	33.81985050505051
2015-11-24 15:43:26	33.876118181818185
2015-11-24 15:45:06	37.6214202020202
2015-11-24 15:46:46	48.18147474747473
2015-11-24 15:48:26	53.89433131313132
2015-11-24 15:50:06	54.30750505050505
2015-11-24 15:51:46	54.10652626262627
2015-11-24 15:53:26	54.25641717171716
2015-11-24 15:55:06	54.37522626262627
2015-11-24 15:56:46	54.23925555555556
2015-11-24 15:58:26	54.39883434343433
2015-11-24 16:00:06	54.232898989898985
2015-11-24 16:01:46	54.33104242424243
2015-11-24 16:03:26	54.28164747474747
2015-11-24 16:05:06	54.2982101010101
2015-11-24 16:06:46	54.46075656565656
2015-11-24 16:08:26	54.47161717171716
2015-11-24 16:10:06	54.42987070707071
2015-11-24 16:11:46	54.30234242424244
2015-11-24 16:13:26	54.459837373737365
2015-11-24 16:15:06	54.44424242424241
2015-11-24 16:16:46	54.3734686868687
2015-11-24 16:18:26	54.546166666666664
2015-11-24 16:20:06	54.226201010101
2015-11-24 16:21:46	54.44443535353536
2015-11-24 16:23:26	54.562286868686876
2015-11-24 16:25:06	54.36513434343435
2015-11-24 16:26:46	54.504193939393936
2015-11-24 16:28:26	54.55879797979797
2015-11-24 16:30:06	54.37849696969697
2015-11-24 16:31:46	53.58199393939394
2015-11-24 16:33:26	52.21335757575757
2015-11-24 16:35:06	49.984314141414146
2015-11-24 16:36:46	47.83408282828284
2015-11-24 16:38:26	46.0808898989899
2015-11-24 16:40:06	45.007534343434344
2015-11-24 16:41:46	43.63597474747475
2015-11-24 16:43:26	42.439699999999995
2015-11-24 16:45:06	41.00904747474747
2015-11-24 16:46:46	40.1304909090909
2015-11-24 16:48:26	39.08568383838384
2015-11-24 16:50:06	38.86438787878788
2015-11-24 16:51:46	37.387815151515156
2015-11-24 16:53:26	37.351144444444444
2015-11-24 16:55:06	35.86534141414141
2015-11-24 16:56:46	34.82041515151516
2015-11-24 16:58:26	34.60727171717172
2015-11-24 17:00:06	36.155544444444445
2015-11-24 17:01:46	38.73409090909091
2015-11-24 17:03:26	40.02892424242424
2015-11-24 17:05:06	40.24351818181818
2015-11-24 17:06:46	36.47291515151516
2015-11-24 17:08:26	29.059550505050506
2015-11-24 17:10:06	20.920110101010103
2015-11-24 17:11:46	16.12002222222222
2015-11-24 17:13:26	13.341047474747475
2015-11-24 17:15:06	11.501622222222222
2015-11-24 17:16:46	10.378050808080806
2015-11-24 17:18:26	9.484744343434343
2015-11-24 17:20:06	10.388313737373737
2015-11-24 17:21:46	9.721365656565657
2015-11-24 17:23:26	9.471596666666667
2015-11-24 17:25:06	9.432515050505051
2015-11-24 17:26:46	18.449666161616157
2015-11-24 17:28:26	31.88059797979798
2015-11-24 17:30:06	33.665040404040404
2015-11-24 17:31:46	32.55535959595959
2015-11-24 17:33:26	33.03035151515151
2015-11-24 17:35:06	30.081466666666667
2015-11-24 17:36:46	28.178883838383843
2015-11-24 17:38:26	32.73960808080808
2015-11-24 17:40:06	36.10383737373738
2015-11-24 17:41:46	42.313436363636356
2015-11-24 17:43:26	44.53207171717172
2015-11-24 17:45:06	44.42915757575757
2015-11-24 17:46:46	45.32879191919191
2015-11-24 17:48:26	47.725307070707075
2015-11-24 17:50:06	47.642146464646466
2015-11-24 17:51:46	46.590585858585854
2015-11-24 17:53:26	45.02304343434344
2015-11-24 17:55:06	43.42646565656564
2015-11-24 17:56:46	42.39297373737375
2015-11-24 17:58:26	41.96681212121212
2015-11-24 18:00:06	44.8795202020202
2015-11-24 18:01:46	44.88783232323234
2015-11-24 18:03:26	43.38688484848485
2015-11-24 18:05:06	43.36400606060605
2015-11-24 18:06:46	47.17408888888888
2015-11-24 18:08:26	48.34655757575758
2015-11-24 18:10:06	47.0987202020202
2015-11-24 18:11:46	45.56973333333334
2015-11-24 18:13:26	43.77280505050504
2015-11-24 18:15:06	41.33692626262626
2015-11-24 18:16:46	43.77716262626263
2015-11-24 18:18:26	43.806554545454546
2015-11-24 18:20:06	38.05026464646464
2015-11-24 18:21:46	31.24481515151515
2015-11-24 18:23:26	22.555327272727272
2015-11-24 18:25:06	16.68237070707071
2015-11-24 18:26:46	13.404293939393938
2015-11-24 18:28:26	11.359793939393938
2015-11-24 18:30:06	10.211346868686869
2015-11-24 18:31:46	10.05013898989899
2015-11-24 18:33:26	9.439774242424242
2015-11-24 18:35:06	8.861802020202019
2015-11-24 18:36:46	8.792359696969696
2015-11-24 18:38:26	9.3516597979798
2015-11-24 18:40:06	9.353402020202019
2015-11-24 18:41:46	9.350585353535353
2015-11-24 18:43:26	9.350326464646464
2015-11-24 18:45:06	9.350369595959595
2015-11-24 18:46:46	9.353741111111113
2015-11-24 18:48:26	9.352985757575757
2015-11-24 18:50:06	9.355028383838382
2015-11-24 18:51:46	9.386261919191918
2015-11-24 18:53:26	9.392352222222222
2015-11-24 18:55:06	9.391292727272727
2015-11-24 18:56:46	9.390810606060608
2015-11-24 18:58:26	9.394628080808081
2015-11-24 19:00:06	9.386327373737373
2015-11-24 19:01:46	9.387884040404039
2015-11-24 19:03:26	9.387719393939394
2015-11-24 19:05:06	9.387430808080808
2015-11-24 19:06:46	9.388004949494947
2015-11-24 19:08:26	9.388633131313131
2015-11-24 19:10:06	9.390047171717171
2015-11-24 19:11:46	9.390221818181818
2015-11-24 19:13:26	9.393517373737374
2015-11-24 19:15:06	33.92113333333333
2015-11-24 19:16:46	35.28943333333333
2015-11-24 19:18:26	37.97142828282828
2015-11-24 19:20:06	43.674134343434346
2015-11-24 19:21:46	47.82781414141414
2015-11-24 19:23:26	49.157487878787876
2015-11-24 19:25:06	48.92956161616162
