time	Sortie régulateur FIC0501 - Mesure position vanne air FIC0501
2015-11-24 07:34:30	-0.029275757575760508
2015-11-24 07:36:10	-0.25243838383838124
2015-11-24 07:37:50	-0.19151818181818214
2015-11-24 07:39:30	-0.18626767676767741
2015-11-24 07:41:10	-0.23274444444444242
2015-11-24 07:42:50	-0.2139323232323207
2015-11-24 07:44:30	-0.21524141414141695
2015-11-24 07:46:10	-0.1931575757575672
2015-11-24 07:47:50	-0.25526767676768003
2015-11-24 07:49:30	-0.21674949494950368
2015-11-24 07:51:10	-0.14035252525253128
2015-11-24 07:52:50	-0.12386666666667168
2015-11-24 07:54:30	-0.38483737373736915
2015-11-24 07:56:10	-0.2664464646464637
2015-11-24 07:57:50	-0.30369797979797397
2015-11-24 07:59:30	-0.08959696969697006
2015-11-24 08:01:10	-0.22575454545454932
2015-11-24 08:02:50	-0.25660707070707645
2015-11-24 08:04:30	-0.24466363636364008
2015-11-24 08:06:10	-0.04936060606060977
2015-11-24 08:07:50	-0.20178080808080523
2015-11-24 08:09:30	-0.39913333333333156
2015-11-24 08:11:10	-0.16377979797981368
2015-11-24 08:12:50	-0.21822727272726894
2015-11-24 08:14:30	-0.13330505050505081
2015-11-24 08:16:10	-0.13739696969696524
2015-11-24 08:17:50	-0.21932222222222464
2015-11-24 08:19:30	-0.23335656565657104
2015-11-24 08:21:10	-0.15056969696970413
2015-11-24 08:22:50	-0.24614141414140533
2015-11-24 08:24:30	-0.36546868686868805
2015-11-24 08:26:10	-0.22125656565656016
2015-11-24 08:27:50	-0.29084444444444557
2015-11-24 08:29:30	-0.13038787878788582
2015-11-24 08:31:10	-0.14392626262626607
2015-11-24 08:32:50	-0.3731606060606012
2015-11-24 08:34:30	-0.3686393939393966
2015-11-24 08:36:10	-0.15824242424243096
2015-11-24 08:37:50	-0.18695050505050403
2015-11-24 08:39:30	-0.41426767676767184
2015-11-24 08:41:10	-0.11298585858585852
2015-11-24 08:42:50	-0.28734949494949547
2015-11-24 08:44:30	-0.17883434343435312
2015-11-24 08:46:10	-0.43850606060606623
2015-11-24 08:47:50	0.025968686868694135
2015-11-24 08:49:30	-0.3390404040404036
2015-11-24 08:51:10	-0.18679191919192561
2015-11-24 08:52:50	-0.2880545454545498
2015-11-24 08:54:30	-0.279266666666679
2015-11-24 08:56:10	-0.20673737373737566
2015-11-24 08:57:50	-0.21708787878787916
2015-11-24 08:59:30	-0.15816969696970062
2015-11-24 09:01:10	-0.24355757575757053
2015-11-24 09:02:50	-0.17076868686869062
2015-11-24 09:04:30	-0.3208858585858536
2015-11-24 09:06:10	-0.09172424242424881
2015-11-24 09:07:50	-0.23816969696970602
2015-11-24 09:09:30	-0.06613737373736939
2015-11-24 09:11:10	-0.29643939393940144
2015-11-24 09:12:50	-0.3582414141414034
2015-11-24 09:14:30	-0.18443232323232195
2015-11-24 09:16:10	-0.025250505050507854
2015-11-24 09:17:50	-0.22838383838384146
2015-11-24 09:19:30	-0.35683737373736335
2015-11-24 09:21:10	-0.13315454545454486
2015-11-24 09:22:50	-0.14159797979798583
2015-11-24 09:24:30	-0.28649494949495136
2015-11-24 09:26:10	-0.39326767676767815
2015-11-24 09:27:50	-0.01670707070707067
2015-11-24 09:29:30	-0.4141313131313211
2015-11-24 09:31:10	-0.08764848484848997
2015-11-24 09:32:50	-0.28907777777778065
2015-11-24 09:35:06	-0.09384646464645385
2015-11-24 09:36:46	-0.3174898989899049
2015-11-24 09:38:26	-0.17401515151514246
2015-11-24 09:40:06	-0.24900404040403856
2015-11-24 09:41:46	-0.32891111111111115
2015-11-24 09:43:26	-0.1480494949494897
2015-11-24 09:45:06	-0.215600000000002
2015-11-24 09:46:46	-0.09681111111111562
2015-11-24 09:48:26	-0.3272808080808147
2015-11-24 09:50:06	-0.2278585858585842
2015-11-24 09:51:46	-0.0255272727272704
2015-11-24 09:53:26	-0.16577575757575147
2015-11-24 09:55:06	-0.2417212121212131
2015-11-24 09:56:46	-0.21398585858586117
2015-11-24 09:58:26	-0.21966161616161273
2015-11-24 10:00:06	-0.2640171717171782
2015-11-24 10:01:46	-0.0625050505050524
2015-11-24 10:03:26	-0.17732929292929356
2015-11-24 10:05:06	-0.22566262626262557
2015-11-24 10:06:46	-0.21546464646465324
2015-11-24 10:08:26	-0.2248191919191953
2015-11-24 10:10:06	-0.28270202020202007
2015-11-24 10:11:46	-0.1258353535353507
2015-11-24 10:13:26	-0.2613959595959585
2015-11-24 10:15:06	-0.21933737373737472
2015-11-24 10:16:46	-0.18228080808080804
2015-11-24 10:18:26	-0.28715050505050854
2015-11-24 10:20:06	-0.023728282828276548
2015-11-24 10:21:46	-0.23137878787877497
2015-11-24 10:23:26	-0.307794949494955
2015-11-24 10:25:06	-0.17361515151515405
2015-11-24 10:26:46	-0.11678282828282605
2015-11-24 10:28:26	-0.23924242424242692
2015-11-24 10:30:06	-0.2569383838383885
2015-11-24 10:31:46	-0.2942373737373849
2015-11-24 10:33:26	-0.3016656565656497
2015-11-24 10:35:06	-0.21791818181818456
2015-11-24 10:36:46	-0.174832323232323
2015-11-24 10:38:26	-0.14451919191919416
2015-11-24 10:40:06	-0.20562121212120843
2015-11-24 10:41:46	-0.3553747474747553
2015-11-24 10:43:26	-0.062309090909103304
2015-11-24 10:45:06	-0.277260606060608
2015-11-24 10:46:46	-0.2628333333333259
2015-11-24 10:48:26	-0.3339262626262496
2015-11-24 10:50:06	-0.25874141414141505
2015-11-24 10:51:46	-0.08964141414140414
2015-11-24 10:53:26	-0.2975272727272653
2015-11-24 10:55:06	-0.29094040404040555
2015-11-24 10:56:46	-0.07570808080807723
2015-11-24 10:58:26	-0.356721212121208
2015-11-24 11:00:06	-0.19553939393938435
2015-11-24 11:01:46	-0.22265959595959828
2015-11-24 11:03:26	-0.23755353535354118
2015-11-24 11:05:06	-0.03856060606059941
2015-11-24 11:06:46	-0.42111818181817995
2015-11-24 11:08:26	-0.2731434343434245
2015-11-24 11:10:06	-0.27012626262626327
2015-11-24 11:11:46	-0.13604949494948926
2015-11-24 11:13:26	-0.1675484848484743
2015-11-24 11:15:06	-0.28139797979796555
2015-11-24 11:16:46	-0.14377171717172388
2015-11-24 11:18:26	-0.2785575757575707
2015-11-24 11:20:06	-0.16004545454546104
2015-11-24 11:21:46	-0.14782525252525147
2015-11-24 11:23:26	-0.3512939393939405
2015-11-24 11:25:06	-0.3483828282828263
2015-11-24 11:26:46	-0.10189898989899149
