time	Mesure débit FIC0502 - FT0502 - Consigne en cours FIC0502
2015-11-24 07:34:30	-4.710595959595935
2015-11-24 07:36:10	0.8629292929293229
2015-11-24 07:37:50	3.7073030303030237
2015-11-24 07:39:30	0.871909090909071
2015-11-24 07:41:10	-6.417373737373794
2015-11-24 07:42:50	1.7407878787878417
2015-11-24 07:44:30	0.04692929292929193
2015-11-24 07:46:10	-0.07248484848491898
2015-11-24 07:47:50	-0.0683636363636424
2015-11-24 07:49:30	2.128101010100977
2015-11-24 07:51:10	2.254141414141401
2015-11-24 07:52:50	-4.960818181818212
2015-11-24 07:54:30	2.074181818181785
2015-11-24 07:56:10	2.7843535353536026
2015-11-24 07:57:50	0.47686868686867
2015-11-24 07:59:30	-6.522424242424222
2015-11-24 08:01:10	3.0729292929293024
2015-11-24 08:02:50	0.02458585858579454
2015-11-24 08:04:30	2.4172020202019837
2015-11-24 08:06:10	-4.326767676767673
2015-11-24 08:07:50	0.5871313131312945
2015-11-24 08:09:30	0.46375757575748366
2015-11-24 08:11:10	3.0033030303030728
2015-11-24 08:12:50	0.64941414141407
2015-11-24 08:14:30	-6.1601919191918455
2015-11-24 08:16:10	1.220898989898899
2015-11-24 08:17:50	-0.6409595959595435
2015-11-24 08:19:30	0.4482424242424372
2015-11-24 08:21:10	-1.136939393939258
2015-11-24 08:22:50	0.13709090909094357
2015-11-24 08:24:30	0.44384848484844497
2015-11-24 08:26:10	0.6826464646464956
2015-11-24 08:27:50	1.4531515151514895
2015-11-24 08:29:30	-3.431262626262651
2015-11-24 08:31:10	0.8482828282828336
2015-11-24 08:32:50	0.9557676767677208
2015-11-24 08:34:30	-1.5084949494949456
2015-11-24 08:36:10	1.2992626262627027
2015-11-24 08:37:50	0.5909797979797986
2015-11-24 08:39:30	2.28531313131316
2015-11-24 08:41:10	-3.3411212121212657
2015-11-24 08:42:50	0.5224545454545364
2015-11-24 08:44:30	2.952616161616106
2015-11-24 08:46:10	1.8634949494949637
2015-11-24 08:47:50	-6.035464646464675
2015-11-24 08:49:30	1.6052525252524674
2015-11-24 08:51:10	3.0172121212121397
2015-11-24 08:52:50	-0.694464646464553
2015-11-24 08:54:30	-1.9766565656565263
2015-11-24 08:56:10	1.022111111111144
2015-11-24 08:57:50	2.9297171717171864
2015-11-24 08:59:30	0.6229393939394186
2015-11-24 09:01:10	0.46581818181812196
2015-11-24 09:02:50	-0.7855757575757707
2015-11-24 09:04:30	-3.195828282828245
2015-11-24 09:06:10	3.651949494949463
2015-11-24 09:07:50	0.6827272727272771
2015-11-24 09:09:30	-5.926606060606048
2015-11-24 09:11:10	3.969303030303024
2015-11-24 09:12:50	1.467878787878874
2015-11-24 09:14:30	0.4144545454545323
2015-11-24 09:16:10	-6.112171717171805
2015-11-24 09:17:50	3.8311414141414843
2015-11-24 09:19:30	1.8189393939393597
2015-11-24 09:21:10	-2.790929292929235
2015-11-24 09:22:50	-1.3625757575757689
2015-11-24 09:24:30	3.7331414141414143
2015-11-24 09:26:10	0.49643434343431636
2015-11-24 09:27:50	-0.27221212121216354
2015-11-24 09:29:30	1.3538585858586316
2015-11-24 09:31:10	0.1848484848485441
2015-11-24 09:32:50	-2.5314444444444177
2015-11-24 09:35:06	-0.7548181818182229
2015-11-24 09:36:46	2.2078181818181406
2015-11-24 09:38:26	-1.3548787878787039
2015-11-24 09:40:06	-2.7092222222223086
2015-11-24 09:41:46	0.7411212121211861
2015-11-24 09:43:26	2.908484848484875
2015-11-24 09:45:06	0.27138383838385494
2015-11-24 09:46:46	1.4262525252525506
2015-11-24 09:48:26	-2.2162222222221715
2015-11-24 09:50:06	2.317363636363666
2015-11-24 09:51:46	0.21988888888884617
2015-11-24 09:53:26	-0.2904040404039847
2015-11-24 09:55:06	-4.125696969696975
2015-11-24 09:56:46	3.80432323232327
2015-11-24 09:58:26	0.12521212121211533
2015-11-24 10:00:06	0.5017272727272939
2015-11-24 10:01:46	-5.9596767676767115
2015-11-24 10:03:26	1.7664646464645841
2015-11-24 10:05:06	2.9953232323231873
2015-11-24 10:06:46	0.28332323232325507
2015-11-24 10:08:26	0.3081919191918985
2015-11-24 10:10:06	0.05278787878791036
2015-11-24 10:11:46	-3.923404040403966
2015-11-24 10:13:26	2.559979797979736
2015-11-24 10:15:06	1.211777777777769
2015-11-24 10:16:46	0.09295959595954173
2015-11-24 10:18:26	0.7419090909090755
2015-11-24 10:20:06	-2.966333333333324
2015-11-24 10:21:46	-1.3881313131313675
2015-11-24 10:23:26	3.4521313131313605
2015-11-24 10:25:06	0.21499999999994657
2015-11-24 10:26:46	-2.362929292929323
2015-11-24 10:28:26	-1.7151414141413852
2015-11-24 10:30:06	2.759727272727332
2015-11-24 10:31:46	1.156787878787867
2015-11-24 10:33:26	0.35343434343428726
2015-11-24 10:35:06	0.2600303030303337
2015-11-24 10:36:46	-5.581636363636392
2015-11-24 10:38:26	0.7775858585858941
2015-11-24 10:40:06	2.7222727272726956
2015-11-24 10:41:46	1.5497070707070577
2015-11-24 10:43:26	-5.576343434343386
2015-11-24 10:45:06	0.6928282828283159
2015-11-24 10:46:46	2.5633939393939613
2015-11-24 10:48:26	1.6511515151515255
2015-11-24 10:50:06	0.5585151515151381
2015-11-24 10:51:46	-5.236171717171771
2015-11-24 10:53:26	0.465808080808074
2015-11-24 10:55:06	-0.08606060606069832
2015-11-24 10:56:46	0.17294949494947787
2015-11-24 10:58:26	-0.3600202020201664
2015-11-24 11:00:06	1.3561313131313568
2015-11-24 11:01:46	2.7753030303030073
2015-11-24 11:03:26	0.5187676767676237
2015-11-24 11:05:06	-5.549878787878754
2015-11-24 11:06:46	0.3493939393939627
2015-11-24 11:08:26	1.7673636363635978
2015-11-24 11:10:06	2.7453939393939777
2015-11-24 11:11:46	0.7466969696970409
2015-11-24 11:13:26	-6.215909090909122
2015-11-24 11:15:06	3.9708484848486023
2015-11-24 11:16:46	1.8683737373738154
2015-11-24 11:18:26	0.3395353535354104
