time	Sortie régulateur FIC0102
2015-11-24 07:33:40	52.1828
2015-11-24 07:33:41	52.0475
2015-11-24 07:33:42	51.9264
2015-11-24 07:33:43	51.8059
2015-11-24 07:33:44	51.697
2015-11-24 07:33:45	51.5802
2015-11-24 07:33:46	51.4752
2015-11-24 07:33:47	51.3829
2015-11-24 07:33:48	51.2522
2015-11-24 07:33:49	51.1022
2015-11-24 07:33:50	50.9982
2015-11-24 07:33:51	50.8846
2015-11-24 07:33:52	50.7571
2015-11-24 07:33:53	50.6355
2015-11-24 07:33:54	50.5391
2015-11-24 07:33:55	50.4422
2015-11-24 07:33:56	50.3353
2015-11-24 07:33:57	50.2726
2015-11-24 07:33:58	50.2581
2015-11-24 07:33:59	50.1508
2015-11-24 07:34:00	50.0557
2015-11-24 07:34:01	49.9661
2015-11-24 07:34:02	49.9014
2015-11-24 07:34:03	49.8726
2015-11-24 07:34:04	49.8317
2015-11-24 07:34:05	49.8004
2015-11-24 07:34:06	49.8234
2015-11-24 07:34:07	49.7678
2015-11-24 07:34:08	49.7705
2015-11-24 07:34:09	49.7732
2015-11-24 07:34:10	49.7811
2015-11-24 07:34:11	49.7869
2015-11-24 07:34:12	49.8457
2015-11-24 07:34:13	49.8931
2015-11-24 07:34:14	49.967
2015-11-24 07:34:15	50.0367
2015-11-24 07:34:16	50.1102
2015-11-24 07:34:17	50.1874
2015-11-24 07:34:18	50.3246
2015-11-24 07:34:19	50.417
2015-11-24 07:34:20	50.5437
2015-11-24 07:34:21	50.6524
2015-11-24 07:34:22	50.786
2015-11-24 07:34:23	50.9037
2015-11-24 07:34:24	51.0623
2015-11-24 07:34:25	51.2234
2015-11-24 07:34:26	51.3924
2015-11-24 07:34:27	51.5565
2015-11-24 07:34:28	51.7157
2015-11-24 07:34:29	51.8667
2015-11-24 07:34:30	51.99
2015-11-24 07:34:31	52.1112
2015-11-24 07:34:32	52.2432
2015-11-24 07:34:33	52.3825
2015-11-24 07:34:34	52.5424
2015-11-24 07:34:35	52.6794
2015-11-24 07:34:36	52.8514
2015-11-24 07:34:37	53.0343
2015-11-24 07:34:38	53.2314
2015-11-24 07:34:39	53.3846
2015-11-24 07:34:40	53.5427
2015-11-24 07:34:41	53.6896
2015-11-24 07:34:42	53.8383
2015-11-24 07:34:43	53.9842
2015-11-24 07:34:44	54.1354
2015-11-24 07:34:45	54.27
2015-11-24 07:34:46	54.4271
2015-11-24 07:34:47	54.5872
2015-11-24 07:34:48	54.717
2015-11-24 07:34:49	54.8572
2015-11-24 07:34:50	54.9795
2015-11-24 07:34:51	55.0839
2015-11-24 07:34:52	55.1715
2015-11-24 07:34:53	55.2366
2015-11-24 07:34:54	55.3018
2015-11-24 07:34:55	55.3691
2015-11-24 07:34:56	55.3711
2015-11-24 07:34:57	55.3819
2015-11-24 07:34:58	55.396
2015-11-24 07:34:59	55.3835
2015-11-24 07:35:00	55.3988
2015-11-24 07:35:01	55.399
2015-11-24 07:35:02	55.3597
2015-11-24 07:35:03	55.3197
2015-11-24 07:35:04	55.317
2015-11-24 07:35:05	55.2447
2015-11-24 07:35:06	55.1525
2015-11-24 07:35:07	55.0456
2015-11-24 07:35:08	54.9572
2015-11-24 07:35:09	54.8485
2015-11-24 07:35:10	54.7375
