time	Mesure température utile TIC0300
2015-11-24 07:34:30	1348.8283838383836
2015-11-24 07:36:10	1349.5066666666667
2015-11-24 07:37:50	1346.181919191919
2015-11-24 07:39:30	1347.3879797979798
2015-11-24 07:41:10	1350.570808080808
2015-11-24 07:42:50	1349.890303030303
2015-11-24 07:44:30	1347.2964646464648
2015-11-24 07:46:10	1348.8476767676768
2015-11-24 07:47:50	1349.5943434343437
2015-11-24 07:49:30	1348.6741414141416
2015-11-24 07:51:10	1350.188888888889
2015-11-24 07:52:50	1352.7375757575755
2015-11-24 07:54:30	1351.7036363636364
2015-11-24 07:56:10	1349.9933333333333
2015-11-24 07:57:50	1351.7537373737373
2015-11-24 07:59:30	1352.6938383838385
2015-11-24 08:01:10	1350.7929292929293
2015-11-24 08:02:50	1345.8619191919195
2015-11-24 08:04:30	1345.0720202020202
2015-11-24 08:06:10	1348.6541414141416
2015-11-24 08:07:50	1349.0509090909088
2015-11-24 08:09:30	1348.3209090909093
2015-11-24 08:11:10	1349.8570707070705
2015-11-24 08:12:50	1352.5421212121214
2015-11-24 08:14:30	1354.2875757575755
2015-11-24 08:16:10	1353.2886868686871
2015-11-24 08:17:50	1349.5230303030303
2015-11-24 08:19:30	1346.9289898989898
2015-11-24 08:21:10	1349.1552525252525
2015-11-24 08:22:50	1349.7224242424245
2015-11-24 08:24:30	1348.2260606060606
2015-11-24 08:26:10	1348.6693939393938
2015-11-24 08:27:50	1350.371616161616
2015-11-24 08:29:30	1352.4113131313131
2015-11-24 08:31:10	1351.1058585858586
2015-11-24 08:32:50	1349.6027272727274
2015-11-24 08:34:30	1349.960303030303
2015-11-24 08:36:10	1348.9045454545453
2015-11-24 08:37:50	1347.3017171717172
2015-11-24 08:39:30	1345.7947474747475
2015-11-24 08:41:10	1349.15797979798
2015-11-24 08:42:50	1348.5744444444447
2015-11-24 08:44:30	1344.233535353535
2015-11-24 08:46:10	1345.3352525252521
2015-11-24 08:47:50	1348.5966666666668
2015-11-24 08:49:30	1348.0057575757576
2015-11-24 08:51:10	1344.6052525252526
2015-11-24 08:52:50	1347.9611111111114
2015-11-24 08:54:30	1348.721313131313
2015-11-24 08:56:10	1347.0708080808079
2015-11-24 08:57:50	1346.299595959596
2015-11-24 08:59:30	1349.4959595959597
2015-11-24 09:01:10	1352.3164646464647
2015-11-24 09:02:50	1354.6764646464646
2015-11-24 09:04:30	1356.0157575757576
2015-11-24 09:06:10	1350.9693939393937
2015-11-24 09:07:50	1350.3869696969696
2015-11-24 09:09:30	1352.4320202020203
2015-11-24 09:11:10	1350.6063636363635
2015-11-24 09:12:50	1348.1673737373737
2015-11-24 09:14:30	1351.5750505050507
2015-11-24 09:16:10	1353.5401010101011
2015-11-24 09:17:50	1351.6322222222218
2015-11-24 09:19:30	1349.5121212121214
2015-11-24 09:21:10	1351.7759595959596
2015-11-24 09:22:50	1353.2705050505053
2015-11-24 09:24:30	1350.0031313131312
2015-11-24 09:26:10	1349.6937373737376
2015-11-24 09:27:50	1350.5574747474748
2015-11-24 09:29:30	1342.368787878788
2015-11-24 09:31:10	1335.5958585858589
2015-11-24 09:32:50	1335.098888888889
2015-11-24 09:35:06	1334.0171717171718
2015-11-24 09:36:46	1328.4144444444444
2015-11-24 09:38:26	1329.9286868686868
2015-11-24 09:40:06	1330.961919191919
2015-11-24 09:41:46	1329.400202020202
2015-11-24 09:43:26	1329.3636363636363
2015-11-24 09:45:06	1331.6535353535355
2015-11-24 09:46:46	1331.4954545454543
2015-11-24 09:48:26	1327.8882828282829
2015-11-24 09:50:06	1322.8966666666668
2015-11-24 09:51:46	1321.7875757575757
2015-11-24 09:53:26	1322.1965656565656
2015-11-24 09:55:06	1321.726565656566
2015-11-24 09:56:46	1321.1252525252526
2015-11-24 09:58:26	1318.6855555555555
2015-11-24 10:00:06	1320.8740404040404
2015-11-24 10:01:46	1321.4464646464648
2015-11-24 10:03:26	1319.6192929292931
2015-11-24 10:05:06	1317.731818181818
2015-11-24 10:06:46	1318.5539393939393
2015-11-24 10:08:26	1321.1542424242425
2015-11-24 10:10:06	1321.1652525252525
2015-11-24 10:11:46	1320.590202020202
2015-11-24 10:13:26	1318.7781818181818
2015-11-24 10:15:06	1318.460303030303
2015-11-24 10:16:46	1320.2379797979797
2015-11-24 10:18:26	1322.7125252525254
2015-11-24 10:20:06	1320.8970707070707
2015-11-24 10:21:46	1320.5940404040402
2015-11-24 10:23:26	1321.0058585858585
2015-11-24 10:25:06	1319.75797979798
2015-11-24 10:26:46	1320.8648484848484
2015-11-24 10:28:26	1320.3167676767678
2015-11-24 10:30:06	1319.3156565656566
2015-11-24 10:31:46	1318.4657575757576
2015-11-24 10:33:26	1320.0550505050505
2015-11-24 10:35:06	1321.419595959596
2015-11-24 10:36:46	1321.8912121212122
2015-11-24 10:38:26	1318.7539393939396
