time	Mesure pression PIC1601 - PT1601
2015-11-24 07:34:30	0.7116296363636365
2015-11-24 07:36:10	0.9945861313131313
2015-11-24 07:37:50	1.0739801717171717
2015-11-24 07:39:30	0.9432989090909091
2015-11-24 07:41:10	0.7520347272727274
2015-11-24 07:42:50	1.0843818383838382
2015-11-24 07:44:30	1.054684484848485
2015-11-24 07:46:10	0.9345726363636363
2015-11-24 07:47:50	0.8380905252525251
2015-11-24 07:49:30	1.177277
2015-11-24 07:51:10	1.032605303030303
2015-11-24 07:52:50	0.789230707070707
2015-11-24 07:54:30	0.9738734343434342
2015-11-24 07:56:10	1.3057015555555556
2015-11-24 07:57:50	0.9564903535353535
2015-11-24 07:59:30	0.8787318686868687
2015-11-24 08:01:10	1.0160968787878788
2015-11-24 08:02:50	0.9066572323232324
2015-11-24 08:04:30	0.9290906969696969
2015-11-24 08:06:10	0.7391972828282827
2015-11-24 08:07:50	0.9080995353535354
2015-11-24 08:09:30	1.0105035555555553
2015-11-24 08:11:10	1.1080976565656566
2015-11-24 08:12:50	1.0734872525252526
2015-11-24 08:14:30	0.9129968282828281
2015-11-24 08:16:10	1.1006974040404038
2015-11-24 08:17:50	1.0630973737373737
2015-11-24 08:19:30	1.0321594848484847
2015-11-24 08:21:10	0.8879149494949494
2015-11-24 08:22:50	0.9204715959595958
2015-11-24 08:24:30	0.9636879292929292
2015-11-24 08:26:10	1.0733579090909091
2015-11-24 08:27:50	1.005288707070707
2015-11-24 08:29:30	0.7348775151515152
2015-11-24 08:31:10	1.1671439393939391
2015-11-24 08:32:50	1.0417428181818182
2015-11-24 08:34:30	0.964512828282828
2015-11-24 08:36:10	0.8935032626262625
2015-11-24 08:37:50	0.8941831010101011
2015-11-24 08:39:30	1.0759627474747475
2015-11-24 08:41:10	0.7199344747474747
2015-11-24 08:42:50	1.192879898989899
2015-11-24 08:44:30	0.9447891616161616
2015-11-24 08:46:10	1.107854222222222
2015-11-24 08:47:50	0.7741392222222222
2015-11-24 08:49:30	1.0603499292929293
2015-11-24 08:51:10	0.9027306464646465
2015-11-24 08:52:50	0.9978199393939393
2015-11-24 08:54:30	0.8366504545454545
2015-11-24 08:56:10	1.047450404040404
2015-11-24 08:57:50	1.1470531515151514
2015-11-24 08:59:30	0.9856950202020202
2015-11-24 09:01:10	1.0773619595959596
2015-11-24 09:02:50	0.9441891717171718
2015-11-24 09:04:30	0.8870549191919193
2015-11-24 09:06:10	0.9057509393939394
2015-11-24 09:07:50	1.2504550404040404
2015-11-24 09:09:30	0.8115543434343434
2015-11-24 09:11:10	0.9929478282828282
2015-11-24 09:12:50	0.966272191919192
2015-11-24 09:14:30	1.1880845959595958
2015-11-24 09:16:10	0.9145215151515153
2015-11-24 09:17:50	1.2134330808080809
2015-11-24 09:19:30	1.0282420808080808
2015-11-24 09:21:10	0.915577212121212
2015-11-24 09:22:50	0.9638512424242426
2015-11-24 09:24:30	0.8590694949494949
2015-11-24 09:26:10	1.0921804444444443
2015-11-24 09:27:50	0.6411935252525252
2015-11-24 09:29:30	1.1063729494949495
2015-11-24 09:31:10	1.0775821616161616
2015-11-24 09:32:50	0.8483972525252527
2015-11-24 09:35:06	1.0251716767676766
2015-11-24 09:36:46	0.9111275555555556
2015-11-24 09:38:26	0.9913832020202019
2015-11-24 09:40:06	0.6949802626262626
2015-11-24 09:41:46	0.8847927474747475
2015-11-24 09:43:26	1.0357584646464648
2015-11-24 09:45:06	1.0263429494949496
2015-11-24 09:46:46	1.008847595959596
2015-11-24 09:48:26	1.1656849595959595
2015-11-24 09:50:06	1.117383292929293
2015-11-24 09:51:46	1.0870340707070707
2015-11-24 09:53:26	0.9466489191919192
2015-11-24 09:55:06	0.8008593636363637
2015-11-24 09:56:46	0.9259077171717173
2015-11-24 09:58:26	1.2059153535353535
2015-11-24 10:00:06	1.014445080808081
2015-11-24 10:01:46	0.8605661414141415
2015-11-24 10:03:26	1.1094537676767675
2015-11-24 10:05:06	1.0972122828282829
2015-11-24 10:06:46	1.358570303030303
2015-11-24 10:08:26	1.246784505050505
2015-11-24 10:10:06	1.1872696464646466
2015-11-24 10:11:46	0.9080076767676766
2015-11-24 10:13:26	0.9567582222222223
2015-11-24 10:15:06	1.1579122525252523
2015-11-24 10:16:46	0.7345505777777777
2015-11-24 10:18:26	0.6180482313131314
2015-11-24 10:20:06	0.9152638484848484
2015-11-24 10:21:46	0.9095019191919191
2015-11-24 10:23:26	0.8496267171717173
2015-11-24 10:25:06	0.6068100505050505
2015-11-24 10:26:46	0.736104404040404
2015-11-24 10:28:26	0.905599393939394
2015-11-24 10:30:06	0.9467658686868687
2015-11-24 10:31:46	1.2008408080808082
2015-11-24 10:33:26	0.8965839090909092
2015-11-24 10:35:06	1.0241930606060605
2015-11-24 10:36:46	0.8123771212121212
2015-11-24 10:38:26	0.9910060808080807
2015-11-24 10:40:06	1.2562968181818182
2015-11-24 10:41:46	1.059130585858586
2015-11-24 10:43:26	1.0150705454545452
2015-11-24 10:45:06	1.5959437373737375
2015-11-24 10:46:46	0.9233097171717172
2015-11-24 10:48:26	0.7417709595959595
2015-11-24 10:50:06	0.5116267781818181
2015-11-24 10:51:46	0.886884696969697
2015-11-24 10:53:26	1.6511288181818184
2015-11-24 10:55:06	1.1602486363636364
2015-11-24 10:56:46	0.6441653535353535
2015-11-24 10:58:26	1.882423939393939
2015-11-24 11:00:06	1.3751120505050505
2015-11-24 11:01:46	1.1447125757575758
2015-11-24 11:03:26	0.9673152929292931
2015-11-24 11:05:06	0.8547020101010101
2015-11-24 11:06:46	0.32328514343434345
2015-11-24 11:08:26	0.5153185175757576
2015-11-24 11:10:06	0.7213932549494949
2015-11-24 11:11:46	1.486667202020202
2015-11-24 11:13:26	1.1542137676767679
2015-11-24 11:15:06	1.5718272424242423
2015-11-24 11:16:46	1.311983222222222
2015-11-24 11:18:26	0.4564667787878788
2015-11-24 11:20:06	1.4478577171717173
2015-11-24 11:21:46	0.2713728505252525
2015-11-24 11:23:26	0.18158610606060605
2015-11-24 11:25:06	1.5659558787878785
2015-11-24 11:26:46	1.0762353333333334
2015-11-24 11:28:26	1.0341871111111112
2015-11-24 11:30:06	1.2433636464646465
2015-11-24 11:31:46	0.6643093184646465
2015-11-24 11:33:26	1.2556837949494952
2015-11-24 11:35:06	0.4902856862626263
2015-11-24 11:36:46	0.8076155252525252
2015-11-24 11:38:26	1.0390453232323233
2015-11-24 11:40:06	0.32108531595959594
2015-11-24 11:41:46	1.0554923469797979
2015-11-24 11:43:26	0.2455225611111111
2015-11-24 11:45:06	0.8222530060606061
2015-11-24 11:46:46	0.6134685505050506
2015-11-24 11:48:26	0.5499090202020201
2015-11-24 11:50:06	0.8612831111111112
2015-11-24 11:51:46	1.3794379696969699
2015-11-24 11:53:26	1.2284346464646465
2015-11-24 11:55:06	0.9603042626262628
2015-11-24 11:56:46	0.6986051818181818
2015-11-24 11:58:26	1.1778696060606062
2015-11-24 12:00:06	0.9559776565656566
2015-11-24 12:01:46	0.8580478686868688
